clID,Count
PRO-Fakty-po-Faktach,2
72,2
PER-Liam-Fox,2
ORG-TVN,2
PER-Zbigniew-Sobecki,2
PRO-RMF,2
GPE-Denmark,2
PER-Marcin-Zasada,2
PRO-Deutsche-Welle,2
10049,2
PRO-24-godziny,2
22000,2
10021,2
PRO-The-Pakistan-Penal-Code,2
ORG-Stichting-Hulp-Vervolgde-Christenen,2
ORG-EESC-The-European-Economic-and-Social-Committee,2
ORG-Best-for-Britain,2
10038,2
PER-Marek-Belka,2
20021,2
PER-Neil-Cornelius,2
PER-Imran-Khan,2
20300,2
ORG-ZMPD-Zrzeszenie-Międzynarodowych-Przewoźn,2
GPE-Edinburgh,2
20612,2
20701,2
PRO-Rzeczpospolita,2
PER-Brittany-Kaiser,2
PRO-Range-Rover,2
GPE-Washington,2
20122,2
20057,2
22002,2
20055,2
20035,2
20018,2
20013,2
20023,2
20024,2
20025,2
20010,2
20205,2
20005,2
20033,2
PER-Sergio-Mattarella,2
20054,2
PER-Stephen-Huyton,2
20036,2
20037,2
20039,2
20040,2
ORG-EAEC-European-Atomic-Energy-Community-Eur,2
PER-Maulan-Sami-ul-Haq,2
PRO-TVN24-BiS,2
20004,2
ORG-Stałe-Przedstawicielstwo-przy-UE-Krajowej,2
20020,2
10143,2
PER-Michael-OLeary,2
21202,2
20101,2
20402,2
ORG-Scottish-National-Party,2
PER-Shahid-Lashari,2
PRO-EUobserver,2
20215,2
ORG-KRS-National-Council-of-the-Judiciary-of-Poland,2
PER-Andrzej-Duda,2
20202,2
20107,2
ORG-British-Pakistani-Christian-Association,2
20407,2
2000,2
20406,2
ORG-British-Home-Office,2
ORG-Tehreek-e-Insaf,2
20121,2
20643,2
20100,2
20731,1
20815,1
20812,1
20814,1
20813,1
PER-Jacek-Krawczyk,1
20816,1
20817,1
331,1
20809,1
20161,1
20818,1
20819,1
20834,1
20611,1
20160,1
20832,1
20831,1
350,1
20829,1
20828,1
347,1
20826,1
20825,1
20824,1
20823,1
20822,1
20820,1
20808,1
PER-Hafiz-Muhammad-Saeed,1
ORG-Lever-Brothers,1
21010,1
294,1
293,1
20772,1
20771,1
20522,1
ORG-Frankfurter-Allgemeine-Zeitung,1
PER-Mary-mother-of-Jesus,1
PRO-Framework-Nations-Concept,1
20261,1
21011,1
GPE-Singapore,1
ORG-Companies-House,1
GPE-Modlin,1
ORG-ESM-European-Stability-Mechanism,1
PRO-AEO-Authorised-Economic-Operator,1
20741,1
LOC-Goa,1
PRO-The-Sun,1
20806,1
PER-James-Slack,1
20805,1
20721,1
LOC-Palace-of-Culture-and-Science,1
20103,1
20102,1
20804,1
20163,1
ORG-Network-Irlandii,1
PER-Jan-III-Sobieski,1
21006,1
20800,1
319,1
PER-Antoni-Libera,1
PER-Marek-Tarczyński,1
PRO-Kat-von-D,1
GPE-Basti-Lashari,1
20835,1
20110,1
20159,1
20900,1
ORG-Luxembourg-Embassy,1
ORG-Emirates,1
20906,1
20904,1
GPE-Ukraine,1
PER-Gina-Miller,1
PRO-Maybelline,1
PRO-Buzzfeed-website,1
20132,1
ORG-KPMG-Customs-and-Excise-Team,1
PRO-mPolska24,1
ORG-Tata-Motors,1
PRO-Lexus,1
GPE-Wittichenau,1
ORG-Tesco,1
ORG-Oliver-Wyman-ltd,1
PER-Heiko-Maas,1
20131,1
ORG-Labour-Office-Saxony,1
50,1
GPE-Kollam,1
PRO-I-PACE,1
20123,1
GPE-Thiruvananthapuram,1
ORG-Union-for-the-Advocacy-of-Persecuted-Christians,1
GPE-Chile,1
GPE-Silesian-Voivodeship,1
ORG-Royal-Bank-of-Scotland,1
20811,1
ORG-KKR-Co-Inc,1
EVT-Risorgimento,1
PER-Sam-Coates,1
PER-Thilo-Brodtmann,1
ORG-Supreme-Court-of-Great-Britain,1
PER-Queen-Elizabeth-II,1
20130,1
ORG-Deutsche-Bank,1
20120,1
20837,1
20844,1
ORG-Weimar-Triangle,1
EVT-protest-Islamabad-against-freeing-Asia-Bibi,1
GPE-Löbau,1
20158,1
LOC-Danube,1
GPE-Peru,1
20845,1
20843,1
PER-Greg-Hands,1
20842,1
ORG-Supreme-Court-of-Poland,1
20841,1
PRO-YouGov,1
360,1
20839,1
20838,1
20592,1
PER-Grzegorz-Paluch,1
GPE-Radom,1
ORG-Office-of-the-Prime-Minister-Poland,1
21502,1
20152,1
395,1
LOC-Middle-East-Europe,1
389,1
PRO-The-Observer,1
20153,1
PER-Michael-Gove,1
PER-John-Buscombe,1
GPE-Gers,1
PER-Muhammad-Bilal,1
ORG-Birkenstock,1
LOC-Rue-de-Strasbourg,1
20154,1
20112,1
381,1
EVT-Good-Friday,1
20714,1
GPE-Poznań,1
20556,1
87,1
20251,1
ORG-Liberal-Democrats-UK,1
ORG-Senate-Pakistan,1
10079,1
PER-Saint-George,1
ORG-Zurich-Insurance-Group,1
20557,1
ORG-Ofcom,1
10113,1
74,1
ORG-LucidTalk,1
PRO-Marshall-Plan,1
20551,1
20550,1
69,1
10098,1
ORG-Clifford-Chance-LLP,1
EVT-Polska-Eire-Festival,1
20315,1
20314,1
96,1
119,1
10052,1
20304,1
20305,1
20593,1
20306,1
20307,1
20590,1
108,1
20309,1
106,1
ORG-Elab-Education-Laboratory,1
20310,1
102,1
100,1
20311,1
20313,1
GPE-Nazareth,1
LOC-Jesus-Christ-Statue,1
20157,1
10175,1
20401,1
20506,1
25,1
20504,1
20403,1
20404,1
20535,1
20109,1
20421,1
10120,1
20422,1
PER-Vladimir-Putin,1
PER-Zawa-Hussain-Warraich,1
PER-Cecilia-Malmstroem,1
20423,1
21205,1
GPE-New-Delhi,1
GPE-Southampton,1
GPE-Latvia,1
20513,1
10147,1
20516,1
EVT-Weimar-Summit,1
PER-Fidel-Castro,1
PER-Isabelle-Maitre,1
LOC-Grunwald-Bridge,1
20533,1
20532,1
PER-Marion-Seifert,1
ORG-Borbet,1
LOC-CPK-Central-Communication-Port,1
PER-Robert-Lighthizer,1
ORG-Transatlantic-Alliance,1
EVT-European-Union-a-Never-closer-Union,1
20521,1
20520,1
20519,1
20518,1
PRO-Nord-Stream-2,1
GPE-Budapest,1
GPE-Kodersdorf,1
PER-Salmaan-Taseer,1
221,1
20709,1
20708,1
20707,1
20706,1
20212,1
20213,1
20703,1
20702,1
20700,1
20222,1
ORG-Ministry-of-National-Defence-Republic-of-,1
248,1
20214,1
GPE-Moscow,1
PER-Ejaz-Ashrafi,1
LOC-NY-Bronx,1
PER-Kumar-Iyer,1
21307,1
20210,1
20208,1
20207,1
20713,1
PER-Paul-Polman,1
20735,1
ORG-Human-Rights-Committee-in-German-Bundestag,1
20732,1
20523,1
PER-Recep-Erdogan,1
20729,1
21305,1
20201,1
PRO-Politico,1
20723,1
20722,1
20203,1
20720,1
ORG-Sinn-Fein,1
20715,1
21014,1
204,1
PRO-BMW,1
ORG-Q-Park,1
EVT-The-Brussels-Summit-A-Future-for-Europe,1
20252,1
PER-Shadid-Lashari,1
20641,1
20256,1
20259,1
20260,1
150,1
147,1
20623,1
ORG-Ministry-of-Internal-Affairs-Poland,1
PER-Jessica-Gladstone,1
10032,1
135,1
133,1
132,1
PER-Neil-Findlay,1
20609,1
20608,1
164,1
165,1
20646,1
PER-Henry-Bolton,1
PER-Kenneth-Clarke,1
191,1
ORG-Five-Star-Movement,1
20230,1
20231,1
PER-Piotr-Bielski,1
ORG-UK-Department-of-International-Trade-Press-Office,1
20659,1
20658,1
20657,1
20656,1
21303,1
172,1
20651,1
20650,1
20250,1
LOC-Heathrow-Airport,1
21013,1
ORG-European-Council-on-Foreign-Relations,1
21015,1
ORG-Federal-Trade-Commission,1
ORG-HSBC,1
PER-Stanley-Bill,1
ORG-National-Council-for-Poultry-Poland,1
PER-Willie-Rennie,1
PRO-Die-Welt,1
PER-Christiaan-Alberdingk-Thijm,1
GPE-New-Zealand,1
GPE-Nitra,1
ORG-Kukiz15,1
PER-Mullah-Omar,1
22003,1
ORG-Holy-Angels,1
PER-Jyrki-Katainen,1
ORG-Airbus-SE,1
22004,1
PER-Jowita-Kotuła,1
GPE-Newcastle,1
PER-Muhammad-Zia-ul-Haq,1
ORG-KPMG,1
20773,1
PER-Lenin,1
20108,1
ORG-Sorbonne,1
PRO-Mercedes,1
PER-Allah,1
ORG-ADS-Group-Limited,1
ORG-Downing-Street,1
GPE-Essen,1
PRO-Plus-Minus,1
PER-Hilary-Benn,1
PER-Przemysław-Jeziorowski,1
ORG-ICR-Institute-of-Cancer-Research,1
ORG-Goldman-Sachs,1
ORG-EasyJet,1
LOC-Élysée-Palace,1
GPE-Turkey,1
GPE-Itanwali,1
PER-Noor-ul-Haq-Qadri,1
ORG-NBP-Narodowy-Bank-Polski,1
GPE-Belgium,1
PER-Damien-English,1
PER-Stefan-Loefven,1
21505,1
21504,1
ORG-Chief-Economic-Editorial-Office,1
ORG-JLR,1
PRO-Huda-Beauty,1
PER-Gyde-Jensen,1
LOC-Soho-Residential-Park,1
PER-Jerzy-Kwieciński,1
PER-Ramkrishnan-Suryabhan-Gavai,1
ORG-Conservative-Way-Forward,1
GPE-Louisiana,1
LOC-Central-Eastern-Europe,1
20450,1
ORG-KIPDIP-Krajowa-Izba-Producentów-Drobiu-i-,1
20528,1
GPE-Vienna,1
PER-Dominic-Grieve,1
ORG-BAE-Systems,1
GPE-Katowice,1
PRO-RT (Russia Today),1
PRO-Radio-Piekary,1
PER-François-Hollande,1
GPE-Barry,1
PRO-ITV,1
ORG-Carillion,1
ORG-International-Monetary-Fund,1
21501,1
21500,1
ORG-NHS,1
ORG-Alantra-Partners-SA,1
EVT-Battle-of-Vienna,1
ORG-Radio-Free-Europe-Radio-Liberty,1
ORG-Asia-News,1
PRO-Jaguar,1
ORG-Boko-Haram,1
20408,1
LOC-Scottish-House,1
ORG-CSU-Christian-Social Union-in-Bavaria,1
GPE-Vietnam,1
EVT-ColloseoRosso,1
ORG-PLL-LOT,1
PER-Tomasz-Terlikowski,1
PRO-Shutterstock,1
PER-John-Major,1
LOC-Southern-Europe,1
LOC-North-Britain,1
PER-Paul-McErlane,1
PER-Mark-Zuckerberg,1
LOC-North-America,1
ORG-AIG-American-International-Group,1
PER-Łukasz-Dominiak,1
PRO-The-New-York-Times,1
PER-Danuta-Hübnerova,1
GPE-Kraków,1
GPE-Beijing,1
LOC-Tauron-Arena,1
GPE-Solihull,1
GPE-Kiev,1
PER-Kazimierz-Markiewicz,1
PER-Matteo-Salvini,1
ORG-Alex-Begg-and-Co,1
PRO-BBC-Radio-4,1
ORG-CBS,1
PER-Margaret-Thatcher,1
GPE-Peshawar,1
GPE-Cyprus,1
LOC-Saint-Elijah-Cathedral-Aleppo,1
21012,1
GPE-Saxony,1
PRO-BBC-TV,1
20644,1
ORG-Bankia,1
ORG-Department-of-State-USA,1
ORG-Holy-See-Press-Office,1
PER-Jean-Yves-Le-Drian,1
ORG-BuzzFeed-Inc,1
GPE-Kamienna-Góra,1
EVT-Saint-Patricks-Festival,1
PER-Phil-Gooding,1
LOC-Irish-Sea,1
ORG-Three-Seas-Initiative,1
ORG-PESCO-Permanent-Structured-Cooperation,1
ORG-Institute-of-Directors,1
PER-Prophet-Muhammad,1
LOC-Teesport,1
PER-Ana-Paula-Zacarias,1
PER-Zarina-Begum,1
ORG-Farm-Europe,1
ORG-Tagesspiegel,1
LOC-Himalaya,1
GPE-Liechtenstein,1
LOC-Lahur-prison,1
ORG-Inglot,1
ORG-EU-Exit-Committee,1
PER-Clement-Shahbaz-Bhatti,1
ORG-Axel-Springer,1
PER-Velikkakathu-Sankaran-Achuthanandan,1
PER-Samuel-Beckett,1
ORG-ULT-AG,1
PRO-Bernarda-OConnora-Award,1
LOC-Scandinavia,1
PER-Muhammad-Afzal-Qadri,1
PRO-LOreal,1
PER-Michael-Bloomberg,1
ORG-ING-Luxembourg,1
PER-Barack-Obama,1
PER-Winston-Churchil,1
PER-Marineła-Petrowa,1
ORG-Bank-of-America,1
PER-Arshad-Arbab,1
PER-Malloch-Brown,1
PER-Marcin-Zatyka,1
ORG-VDMA-Verband-Deutscher-Maschinen-und-Anla,1
GPE-Estonia,1
ORG-Banco-Mare-Nostrum-SA,1
PER-Jon-Thomson,1
ORG-EEC-European-Economic-Community,1
363,1
ORG-Centre-for-International-Relations,1
PER-Jo-Maugham,1
ORG-Maja-Moebel,1
PER-Dominic-Raab,1
GPE-Vatican,1
PRO-The-Eraser-Eye,1
ORG-Berkeley-Research-Group-LLC,1
ORG-Liption,1
PER-Arron-Banks,1
ORG-Bank-of-England,1
LOC-City-of-London,1
LOC-Malabar-Coast,1
ORG-UODO-Urząd-Ochrony-Danych-Osobowych,1
PRO-Nobel-Prize,1
ORG-Goethe-Institut,1
21016,1
20526,1
75,1
GPE-Madrid,1
PER-Teresa-Stylińska,1
20064,1
20065,1
ORG-PISM,1
PER-Ken-Gregor,1
20066,1
20067,1
20068,1
20069,1
20312,1
ORG-NFZ,1
70,1
20070,1
20606,1
PRO-Defense-One,1
20071,1
21107,1
PER-Chuka-Ummuna,1
PER-Keir-Starmer,1
20308,1
20059,1
PRO-Connexion,1
EVT-Great-Siege-of-Malta,1
PER-Nick-Clegg,1
GPE-Bangalor,1
GPE-Czech-Republic,1
ORG-Łukoil,1
GPE-Ayr,1
GPE-Jerusalem,1
PER-Grenville-Richards,1
PER-Ania,1
20060,1
20500,1
PRO-Discovery-Jaguar,1
GPE-Agra,1
PRO-Eurostar,1
20061,1
20062,1
ORG-ISIS-Islamic-State-of-Iraq-and-the-Levant,1
21106,1
21105,1
21104,1
20599,1
ORG-Northern-League-IT-politi,1
20031,1
20830,1
GPE-Udaipur,1
PER-Richard-Harrington,1
GPE-Kochi,1
PRO-RadioZET,1
21404,1
LOC-Old-World,1
20082,1
21033,1
21032,1
21030,1
PER-Phil-Hogan,1
21020,1
21019,1
21018,1
21017,1
ORG-Saint-Petersburg-State-University,1
20081,1
20072,1
20233,1
20073,1
20074,1
20075,1
20076,1
ORG-Survation,1
PER-Stalin,1
PRO-BBC-website,1
PRO-TFUE-Treaty-on-the-Functioning-of-the-Eur,1
PRO-Erasmus,1
ORG-Malabar-Church,1
ORG-European-Medicines-Agency,1
ORG-London-School-of-Economics-and-Political-Science,1
20080,1
PRO-DZ-Western-Daily,1
20827,1
PRO-Caracal,1
GPE-Greater-London,1
ORG-Catholic-Church,1
ORG-SCL-Group,1
PER-Amber-Rudd,1
21200,1
LOC-Kremlin,1
PER-Maulan-Hami-ul-Haq,1
ORG-LSE-Polish-Business-Society,1
20022,1
PER-Mark-Shepherd,1
GPE-Multan,1
20027,1
326,1
PRO-iPhone,1
PRO-France-2-TV,1
ORG-Dawn-News,1
20029,1
ORG-Margarine-Unie,1
ORG-Press-Office,1
20032,1
GPE-Malta,1
20034,1
PER-Elżbieta-Mamos,1
GPE-Kerry,1
ORG-Lega-Nord,1
LOC-Eastern-Europe,1
ORG-PISiL-Polska-Izba-Spedycji-i-Logistyki,1
GPE-Dubai,1
LOC-Empire-State-Building,1
LOC-West,1
GPE-Kera-alam,1
PER-Mark-Rutte,1
20009,1
21402,1
20011,1
PRO-BBC-Radio,1
LOC-Asia,1
ORG-Monarch-Airlines,1
20451,1
ORG-Sephora,1
ORG-Press-Association,1
ORG-Knorr,1
ORG-Vote-Leave,1
20017,1
PRO-Newyork-ship,1
GPE-Armenia,1
GPE-Ankara,1
ORG-Morgan-Stanley,1
PER-Paweł-Skutecki,1
306,1
20508,1
PER-Łukasz-Sobolewski,1
20051,1
GPE-Malaysia,1
ORG-PO-Civic-Platform,1
PER-Małgorzata-Bonikowska,1
GPE-Ittanwali,1
GPE-Nanital,1
PER-Joao-Pacheco,1
20049,1
PER-Zulfiqar-Ali,1
ORG-United-States-Senate,1
PER-Sajid-Javid,1
PER-Bobby-Jindal,1
LOC-Saint-Paul-cathedral-Mosul,1
20840,1
21204,1
21203,1
PER-George-Hodan,1
PER-Paul-Everitt,1
21306,1
20150,1
21301,1
20041,1
LOC-Multan-prison,1
GPE-Bautzen,1
GPE-Ottawa,1
GPE-Brunei,1
GPE-Wrocław,1
20044,1
PER-Adam-Tomkins,1
20048,1
20045,1
LOC-Indian-Ocean,1
PRO-Polish-Radio-1,1
PER-Sigmar-Gabriel,1
20046,1
PER-Philippa-Withford,1
ORG-Deloitte,1
LOC-South-countries,1
PER-Paul-Butters,1
