Base,Count
mac,1
r. kaliňák,1
izraelčania,1
a. danko,1
nba,1
carlos moedas,1
stepan kubiv,1
emmy,1
liberty university,1
hpi,1
ministerstvo dopravy,1
carlo perrone,1
european newspaper publishers’ association,1
dimitris avramopulos,1
putin,1
rosanna arquettová,1
nový čas,1
ar15,1
hillary,1
juhoamericke tlačové centrum,1
trump taj mahal,1
eric,1
nemci,1
de volkskrant,1
stophatedumptrump.com,1
jpmorgan,1
demokraticka strana,1
eve enslerová,1
icpdr,1
falcká vrchovina,1
spišská regionálna rozvojová agentúra,1
bosna a hercegovina,1
európania,1
eusdr,1
kanaďania,1
navid b.,1
the new york times,1
ivanka,1
peter žiga,1
steve jobs,1
margrethe vestager,1
slovenska republika,1
d. trump,1
"innovative flows - water, knowledge and innovation in the danube region",1
pavol frešo,1
a. kiska,1
vláda sr,1
steven mnuchin,1
abc news,1
europol,1
lansingu,1
sita a.s.,1
medzinárodná komisia pre ochranu rieky dunaj,1
citaty.sk,1
kongres,1
marie skłodowska-curie,1
marlon marshall,1
king,1
jonathan demme,1
kvalita životného prostredia,1
mar-a-lago club,1
europskaunia,1
slovenská agentúra životného prostredia,1
mff,1
pensylvánská univerzita,1
mama mia,1
smer-sd,1
ulm,1
egypt,1
iab slovakia,1
japonsko,1
aristoteles onassis,1
dallas,1
courchevel,1
e.trump § son,1
david cameron,1
sevnica,1
péter szijjártó,1
ľubľan,1
europe direct trenčín,1
peter j. kalas,1
pentagón,1
kentucky,1
rady eú,1
trump.com,1
sám doma 2,1
webnoviny.sk,1
tibor navracsics,1
rada eú,1
kerry washingtonová,1
rusko,1
oklahoma city,1
trump building,1
ch. lagardeová,1
fp7,1
švédsko 20,1
foster europe,1
chicago,1
minnesota,1
slovinsko,1
latinská amerika,1
isis,1
ehs,1
coface,1
friedrich,1
imdb.com,1
orlando,1
bayern,1
republikánska stran,1
hamburg,1
calgary,1
tiffany,1
cincinnati,1
sis,1
marla maplesová,1
sr 20,1
helmut kohl,1
versailles,1
danube civil society forum,1
pc revue,1
južna amerika,1
eacea,1
st. louis,1
úpsvr,1
barroso,1
france 5,1
digitálne učivo na dosah,1
agentúra európskej pohraničnej a pobrežnej stráže,1
veľká morava,1
julien marcilly,1
martin dorčák,1
klaudia suchomel guzová,1
briti,1
bratislavský samosprávny kraj,1
times of israel,1
zika,1
miss universe,1
goldman sachs,1
era-net,1
nemec,1
palm beach,1
apprentice,1
horizont 2020,1
yukon,1
oggersheim,1
infospravy.sk,1
energie-portal.sk,1
stredoeurópsky inštitút pre zdravotnú politiku,1
angela merkel,1
grécko,1
nases,1
kiska,1
nato,1
natasha bertaudová,1
"kozmos, duch a vedomie",1
philadelphia,1
ivana zelníčková,1
pacifik,1
aberdeen,1
mitsubishi motors,1
európska investičná banka,1
dimondale,1
ta3,1
demokratická strana,1
ministerstvo pôdohospodárstva,1
ministerstvo životného prostredia slovenskej republiky,1
topky.sk,1
"kiss me, kate",1
bádensko-würtembersko,1
whartonova škola,1
berlín,1
judea,1
atény,1
