Mention,Count
лісабонським договором,1
european commission of human rights,1
криничанського району,1
наради з безпеки і співробітництва,1
сполучені штати,1
змі,1
емануелі марії мафроллі,1
людмилою іванівною,1
управління офіційних публікацій європейських співтовариств,1
new york times,1
сандерс,1
д. таршис,1
курячий,1
бенілюксу,1
праги,1
європейську раду,1
нбсе,1
арнольд шварцнеггер,1
огайо,1
спільнотою,1
суді єс,1
солотвинському солеруднику,1
ниццский договір,1
кей р.,1
івано-франківську,1
помпео,1
генеральним директоратом з прав людини та правових питань,1
алек болдуін,1
ejtn,1
зеркаль,1
статут cepej,1
комітет міністрів ради європи,1
суду європейського союзу,1
співтовариства,1
комітету,1
регламент № 4064/89,1
деніел ларісон,1
майкла флінна,1
спільнот,1
спільноти,1
українського народу,1
європейської конвенції про права і основні свободи людини,1
х. ван дер брук,1
штати,1
львівській області,1
державна казначейська служба україни,1
івана борзова,1
п. клімкін,1
єврокомісар,1
другої світової війни,1
учень,1
валдіс домбровскіс,1
азербайджанської республіки,1
дніпрі,1
європарламентом,1
комісії юнкера,1
договорів про єовс і евратоме,1
раду міністрів,1
комісії блакитної стрічки,1
внутрішнім регламентом,1
донецьку,1
euam ukraine,1
the american conservative,1
майкл шрейер,1
андрій гальченко,1
уїнстона черчілля,1
іраклій адеішвілі,1
союзом,1
генеральному секретареві,1
південна європа,1
перу,1
варшави,1
міністерства економічного планування,1
неваді,1
віргінських островах,1
вищого органу,1
європейських громад,1
ванкувері,1
європейське відомство з боротьбі з фінансовими махінаціями,1
меморандум про взаєморозуміння,1
президентом ради,1
рішення №c(2015)9138 про затвердження програми транскордонної співпраці єіс польща-білорусь-україна 2014-2020,1
міністерство економічного планування,1
концепції підготовки суддів та прокурорів з питань кіберзлочинності,1
володимир чубірко,1
європейська спільнота з вугілля та сталі,1
тед круз,1
резолюції,1
маргіч,1
національного антикорупційного бюро,1
авс,1
суду єс,1
азіатсько-тихоокеанського регіону,1
франсом тіммермансом,1
пентагону,1
ввс україна,1
the apprentice,1
кабмін,1
єсвс,1
європейський союз працівників апарату суду,1
спільноту,1
угорщиною,1
антоніо віторіно,1
лучано гаудіо,1
договорах,1
святий престол,1
комісії євратом,1
«the celebrity apprentice»,1
об'єднаного комітету начальників штабів,1
петром порошенком,1
європейський уряд підбору кадрів,1
центральної азії,1
mediasapiens,1
угоди про асоціацію з єс,1
вищий орган,1
дженіс м.,1
університету лече,1
європейська економічна спільнота,1
the ukraine,1
максима павловича,1
комітетом,1
українські новини,1
мальта,1
маастрихтському договорі,1
держдепартаменту,1
ані шуберт,1
чехії,1
угоди про асоціацію україни з єс,1
новомосковського району,1
генерала де голля,1
франс тіммерманс,1
раді європейського союзу,1
верховній раді,1
сільськогосподарське тов «дружба-­казначеївка»,1
європейського ради,1
європейської економічної спільноти,1
парламентською асамблеєю,1
обамою,1
міноборони,1
катя ленцинг,1
суду,1
члена-експерта cepej,1
reuters,1
регламент з питань концентрації,1
ресурсний центр гурт,1
cepej,1
програми,1
євростат,1
чехія,1
рад,1
євгеній мендусь,1
європейською правдою,1
сандро гоці,1
органу,1
плану дій україна - єс,1
копенгагені,1
вільний молодіжний портал,1
президентом,1
президент,1
рахункова палата,1
google,1
в. путіним,1
празі,1
європейській комісії,1
t-mobile cz,1
інтерфакс-україна,1
богдана нагорного,1
управління безпеки,1
програма розвитку оон,1
азербайджані,1
європейська правда,1
кабінет,1
комітет,1
нова зеландія,1
хорватія,1
європейський соююз,1
емільяно торнезе,1
cz/cetin,1
белграді,1
coestі,1
олімпіади,1
парлементу,1
укрпоштою,1
saturn,1
програму tранскордонної cпівпраці єіс польща-білорусь-україна 2014-2020,1
будапешт,1
комітети,1
договору про єес,1
білорусі,1
лєна данем,1
уряд публікацій,1
павла клімкіна,1
ізраїль,1
болгарія,1
рамін гурбанов,1
міністерство охорони здоров'я латвії,1
голову комісії,1
європейської політики сусідства,1
палатою представників,1
usns bowditch,1
польща,1
венесуели,1
hcch,1
чорногорії,1
брюсселя,1
вероніка ващенко,1
пітер кук,1
европейського союзу,1
організації з безпеки і співробітництва в європі,1
нато,1
жана сантера,1
держказначейство,1
кандидат,1
українському кризовому медіа-центрі,1
європейського континенту,1
національного агентства з питань запобігання корупції,1
секретаріату cepej,1
комітетом міністрів,1
брюґе,1
сенатом сша,1
дунайської комісії,1
бек беннет,1
великої британії,1
пет тумі,1
світова торгова організація,1
німеччиною,1
брюс уілліс,1
венеціанську комісію,1
дніпра,1
конституції,1
тов «хлібозавод №10»,1
френсіс о’доннелл,1
рекомендації для мультинаціональних корпорацій організації економічного співробітництва та розвитку,1
тов «агроальянс»,1
новою поштою,1
світлогірському,1
iso 9001:2008,1
міс всесвіт,1
шер,1
міс піггі,1
мадриді,1
марко феррі,1
грем уотсон,1
курячого,1
міністерству праці,1
єкпл,1
наталія кацер-бучковська,1
агенція забезпечення євроатому,1
суд європейського союзу,1
статистичне управління,1
ексон мобіл,1
європейської народної партії,1
андрій шипко,1
центру,1
є. к. з п. л.,1
європейський інвестиційний банк,1
албанії,1
п’ятої авеню,1
сінергія груп,1
iso 14001:2004,1
голова представництва європейської комісії,1
комітет міністрів,1
словенія,1
нью-гемпшира,1
люксембург,1
іванна климпуш-цинцадзе,1
сергія сливинського,1
курячої надії іванівни,1
джордж клуні,1
аналітично-дорадчим центром блакитної стрічки,1
відні,1
маргрете вестаге,1
відродження,1
іван куліченко,1
вмс,1
а.стівенса,1
європейська мережа рад судової системи,1
сантера,1
асоціація європейських магістратів за демократію і свободу,1
сот,1
резолюцією 90(6) км рє про часткову угоду,1
кеті макґінті,1
емми гельєр,1
сільськогосподарське тов «злагода»,1
вісконсін,1
eaj,1
меморандум про взаєморозуміння зі службою глобального договору оон та організації економічного співробітництва та розвитку,1
європейської конвенції з прав людини,1
клінтонам,1
фрн,1
європейська комісія з питань ефективності правосуддя ради європи,1
йоханесс хан,1
сбу,1
saturday night live,1
державного бюджету,1
пенсильванія,1
південній кароліні,1
європейський комітет,1
сади сінергії,1
парламенту європейського союзу,1
youtube,1
європейським радою,1
світової організації торгівлі,1
європ. конвенцією про захист прав і осн. свобод людини,1
хоуп хікс,1
дп «орелька»,1
європейської спільноти,1
дональду трампу,1
європа,1
конституційного суду польщі,1
президент комісії,1
комітет регіонів,1
європейської спільноти з вугілля та сталі,1
український католицький університет,1
раді європи,1
ттп,1
жана моне,1
тиса,1
республіці,1
білорусь,1
європейському парламентові,1
вупі,1
голландія,1
ватикан,1
барака обами,1
європейському коледжі,1
кацер-бучковська,1
єовс,1
римських договорів,1
доональд джон трамп,1
нестеренко,1
яценюка,1
аулах,1
португалія,1
валентина дідича,1
стефан трешель,1
джон кейсік,1
world bank,1
люціус вільдхабер,1
сільвестр сталлоне,1
підсумковий документ віденської зустрічі,1
агентства із запобігання корупції,1
мікі рурк,1
обсє,1
пат новомосковське районне виробниче підприємство «агротехсервіс»,1
атлантику,1
ган,1
iнтерфакс-україна,1
time,1
палата,1
програми розвитку оон,1
університету болоньї,1
принцип mitbestimmung,1
парламенті,1
республіканська партія,1
рада адвокатів та юридичних товариств європейського співтовариства,1
раді міністрів,1
хейлі,1
європейський суд аудиторів,1
судом,1
"книгарня ""є""",1
верховної ради україни,1
комісії європейського економічного співтовариства,1
тунісом,1
росією,1
голови,1
лєни данем,1
народного фронту,1
іванна атаманчук,1
европейська комісія,1
казначействі,1
ген. секретареві рє,1
договір про єс,1
вірменія,1
представництва європейської комісії,1
ф. тіммерманс,1
олену петрівну,1
конвенцією,1
в'єтнам,1
eur,1
єврозони,1
преса україни,1
римського договору,1
opal,1
олександр дубінін,1
римському договорі,1
георг става,1
євратомом,1
паризькому договорі,1
раду закордонних справ,1
солотвино,1
"європейська мережа органів, відповідальних за підготовку суддівських кадрів",1
нацбанку,1
комітету вр з питань пек,1
рада європейського союзу,1
олександра вілкула,1
даніель кон-бендіт,1
ват «газпром»,1
глобальний договір оон,1
газпрому,1
марґарітіс шінас,1
гі верхофстадт,1
бредлі,1
тов «дніпромлин»,1
пленарній сесії cepej,1
тарас березовець,1
ялтинської європейської стратегії,1
олена зеркаль,1
австрія,1
тов «орільський об’єднаний елеватор»,1
єспл,1
сполученим штатам,1
брюсселем,1
мачадо,1
майк тайсон,1
асоціація європейських суддів адміністративної спеціалізації,1
національної антикорупційної прокуратури,1
спільноті,1
спільного моніторингового комітету програми,1
рекса тіллерсона,1
маппет-шоу,1
республіки,1
адміністрація митного союзу,1
берні сандерс,1
cbs,1
мережа пілотних судів,1
комітет міністрів рє,1
європ. суду з прав людини,1
рональда рейгана,1
договір про єовс,1
нью-гемпширі,1
дональда трамп,1
президентом комісії,1
дональд джон трамп,1
програма розвитку організації об’єднаних націй,1
путін,1
євроатому,1
міністерства юстиції чорногорії,1
азербайджаном,1
основний закон україни,1
мішель обами,1
моне,1
туреччиною,1
американкою,1
інституті політологічних студій,1
регламент № 17/62 про повноваження комісії,1
«чорне на білому»,1
вищої ради юстиції,1
назк,1
нью-йорка,1
європейській раді,1
закарпатті,1
саксаганському,1
польський уряд,1
транс-тихоокеанське партнерство,1
medel,1
бюро парламенту,1
грузія,1
вадим нестеренко,1
європейському суді,1
тов «вільногірський завод плоского скла»,1
європейської громадянської прокуратури,1
яворові,1
європейська комісія за демократію через право,1
мережу пілотних судів,1
комiсiї європейських співтовариств,1
дімітріс аврамопулос,1
тов «дніпровський тепличний комбінат»,1
солотвинський солерудник,1
олени зеркаль,1
венеціанській комісії,1
алясці,1
алісію мачадо,1
парламентській асамблеї ради європи,1
мережею,1
віце-президент,1
міністерство оборони,1
марокко,1
угодою про асоціацію,1
tsn.ua,1
європейська асоціація суддів,1
вищому органу влади,1
aba-roli,1
американська асоціація юристів «ініціатива з верховенства права,1
об’єднані арабські емірати,1
європейських спільнот,1
верховним судом,1
нідерланди,1
росію,1
новому роздолі,1
трампу,1
договору про заснування європейського співтовариства,1
республікою молдови,1
j-1,1
вупі голдберг,1
європейської конвенції про захист прав і основних свобод людини,1
сполучених штатах америки,1
львів,1
конвенту,1
світовий банк,1
politico.com,1
єп,1
лісабонська мережа,1
народний фронт,1
ігор соркін,1
work and travel,1
дніпропетровщини,1
журнал віче,1
сандро ґоці,1
тов «апк укроагро»,1
франса тіммерманса,1
ніккі хейлі,1
урядом норвегії,1
alde,1
мексикою,1
брно,1
російська федерація,1
хельсінкі,1
катерина жданова,1
iso,1
швейцарія,1
назку,1
установчих договорів,1
ну «львівська політехніка»,1
спільнота,1
комісія європейського союзу,1
крим,1
дональдом трампом,1
тіллерсон,1
европейським союзом,1
комітетові міністрів ради європи,1
путіним,1
агентство із захисту навколишнього середовища сша,1
жозе мануель пінту тейшейра,1
орден дружби,1
