clID,Count
PER-Federica-Mogherini,9
PER-John-Major,9
PRO-Business-Insider,9
GPE-Poland,9
GPE-Birmingham,9
PER-Keir-Starmer,9
PER-Yonislav-Donchev,8
LOC-Eurozone,8
PER-Siergiej-Skripal,8
PER-Prophet-Muhammad,8
PER-Michael-Gove,8
PER-Oliver-Robbins,8
PER-Anna-Soubry,8
PER-Jeremy-Hunt,8
GPE-Romania,8
PRO-Evening-Standard,8
PER-Margaritis-Schinas,8
GPE-City-of-London,8
GPE-Switzerland,8
PRO-News.bg,8
GPE-Newcastle,8
GPE-Liverpool,8
GPE-Strasbourg,8
GPE-München,8
ORG-General-Affairs-Council,8
GPE-Iran,8
GPE-Cardiff,7
PER-Dominic-Grieve,7
ORG-EPP,7
PER-Sajid-Javid,7
PRO-bnr.bg,7
PER-Europe,7
PER-James-Torrance,7
GPE-Manchester,7
GPE-Bristol,7
GPE-Luxembourg,7
GPE-Russia,7
PRO-24-chasa,7
GPE-Gibraltar,7
GPE-Glasgow,7
GPE-Hungary,6
PRO-Bild,6
GPE-Portugal,6
PER-Chuka-Umunna,6
LOC-Westminster,6
ORG-European-Banking-Authority,6
GPE-Leeds,6
ORG-Bulgarian-National-Television,6
ORG-La-Republique-En-Marche,6
PRO-Huffington-Post,6
EVT-Munich-Conference-On-Security,6
PRO-Buzzfeed-website,6
PER-Manfred-Weber,6
GPE-Davos,6
PER-Xi-Jinping,6
GPE-Nottingham,6
GPE-Sheffield,6
PRO-Sunday-Express,6
GPE-Japan,6
ORG-Media-Group-Bulgaria,6
GPE-Turkey,6
GPE-Vienna,6
PER-Alfonso-Dastis,6
LOC-Greenwich,5
ORG-Airbus-SE,5
ORG-Europol,5
GPE-Iceland,5
ORG-Sozialdemokratische-Partei-Deutschlands,5
PER-Justin-Trudeau,5
LOC-English-Channel,5
PER-Ashiq-Masih,5
ORG-Press-Association,5
GPE-North-Korea,5
ORG-European-Chemicals-Agency,5
PER-Theresa-Gerova,5
ORG-International-Monetary-Fund,5
ORG-National-Health-Service-UK,5
PER-Jean-Yves-Le-Drian,5
ORG-UN-Security-Council,5
GPE-Florence,5
PRO-Observer,5
PER-Ales-Chmelar,5
GPE-Calais,5
GPE-Greece,5
GPE-Syria,5
PER-Andrew-Adonis,5
ORG-European-Medicines-Agency,5
GPE-Ottawa,5
PRO-Brexit-law-draft,5
GPE-South-Korea,5
GPE-Moscow,5
GPE-Punjab,5
LOC-Irish-Sea,5
PER-James-Brokenshire,5
PER-Wolfgang-Schauble,5
GPE-Liechtenstein,4
PER-Margaret-Thatcher,4
EVT-Good-Friday,4
LOC-Africa,4
GPE-Beijing,4
PER-Matteo-Salvini,4
GPE-Wales,4
PRO-European-Arrest-Warrant,4
GPE-Ukraine,4
ORG-British-Medical-Association,4
ORG-Liberal-Democrats,4
PRO-PRO-The-Sunday-Times,4
PER-Priti-Patel,4
PRO-ITV,4
PER-Tom-Williams,4
PER-Yordanka-Fandakova,4
PER-Nigel-Dodds,4
PRO-Maastricht-Treaty,4
ORG-European-Union-Customs-Union,4
PRO-Daily-Mail,4
PRO-Deutsche-Welle,4
ORG-Society-of-Motor-Manufacturers-and-Traders,4
PER-Elizabeth-II,4
PRO-Brexit-law,4
GPE-Madrid,4
ORG-Cambridge-Econometrics,4
ORG-EFTA,4
GPE-India,4
ORG-Our-Future-Our-Choice,4
PER-Damian-Green,4
PER-Ilhan-Kyuchyuk,4
ORG-New-Flemish-Alliance,4
ORG-British-Parlament,4
PER-Andrew-Dearden,4
ORG-European-Conservatives-and-Reformists-Group,4
ORG-Christlich-Demokratische-Union,4
PRO-The-Sun,4
GPE-Singapore,4
GPE-Amsterdam,3
GPE-Wuhan,3
PER-Gavin-Barwell,3
GPE-Tehran,3
ORG-European-People's-Party,3
ORG-GRU,3
GPE-New-York,3
PRO-Facebook,3
LOC-Camden-Town,3
ORG-King's-College,3
PRO-Vesti.bg,3
PER-Peter-Luykx,3
PER-Gunther-Oettinger,3
ORG-CROSS,3
PER-David-Lidington,3
GPE-Le-Touquet-Paris-Plage,3
PER-Veselin-Paunov,3
PRO-Joint-report-EU-UK-Brexit-2017,3
PRO-Sky-News,3
ORG-Apple,3
ORG-African-Union,3
PER-Bernard-Jenkin,3
LOC-Near-East,3
PER-Arron-Banks,3
PER-Emma-Hopkins,3
PRO-The-Sunday-Times,3
PRO-ABC-News,3
PRO-Treaty-of-Lisbon,3
PRO-Bild-am-Sonntag,3
GPE-Frankfurt-am-Main,3
GPE-Cyprus,3
ORG-Sinn-Fein,3
PRO-The-Economist,3
ORG-National-Assembly-Bulgaria,3
PRO-EURACTIV,3
LOC-Mansion-House,3
PER-Gavin-Williamson,3
PER-Omourtag-Petkov,3
PER-Li-Keqiang,3
PER-Viktor-Orban,3
ORG-BBBA,3
ORG-The-Eurofi-Financial-Forum,3
ORG-BMG,3
GPE-Czech-Republic,3
PER-Kim-Jong-Un,3
GPE-Israel,3
ORG-Goldman-Sachs,3
ORG-AP-The-Associated-Press,3
PRO-Horizont-Radio,3
PER-Mark-Rutte,3
PRO-Article-50,3
GPE-Estonia,2
PER-Vladimir-Putin,2
LOC-Balkans,2
PRO-The-Sunday-Telegraph,2
PRO-BG-BEN,2
PER-Peter-Tauber,2
GPE-Varna,2
PER-Julian-King,2
PER-Michael-Chessum,2
PER-Boryana-Manolova,2
PRO-CNews-France,2
ORG-AFCO,2
ORG-Ndrangheta,2
PER-Christine-Lagarde,2
PER-Salmaan-Taseer,2
PRO-Dnevnik.bg,2
ORG-Alternative-fur-Deutschland,2
GPE-Salisbury,2
ORG-European-Council-Article-50,2
PER-Andrew-Marr,2
GPE-Kent,2
ORG-Queen's-university,2
GPE-Peru,2
PER-Peter-Ricketts,2
PER-Craig-Hamilton-Parker,2
PER-Phil-Hogan,2
PER-Julian-Smith,2
PRO-Galileo,2
LOC-Kremlin,2
PER-Tessa-Jowell,2
PRO-Belfast-Agreement,2
PER-Liz-Truss,2
PER-Paul-Biya,2
LOC-White-House,2
EVT-Bulgarian-Presidency-EU ,2
ORG-ALDE,2
PER-Steve-Howell,2
ORG-Alibaba,2
GPE-Athens,2
PER-Kerry-Brown,2
PER-Eva-Maydel,2
PER-Antonio-Tajani,2
PER-Bill-Pierson,2
PRO-Draft-on-future-EU-UK-relations,2
PER-Markus-Beyrer,2
GPE-Saudi-Arabia,2
GPE-Мexico,2
PER-Viraj-Patel,2
PRO-Good-Friday-Agreement,2
PRO-Europe-1,2
ORG-Fishing-for-Leave,2
PER-Colin-Harvey,2
PER-Martin-Donnelly,2
ORG-SPD-Party,2
PER-Tahmid-Chowdhury,2
GPE-Denmark,2
PRO-Open-skies,2
PER-Dion-Gonsalves,2
PER-Vivian-Pertuso,2
PER-John-McTernan,2
GPE-Georgia,2
PER-Mark-Brown,2
ORG-Euratom,2
ORG-United-Nations,2
ORG-Sumitomo-Mitsui-Financial-Group,2
PRO-Twitter,2
PER-Chris-Coghlan,2
GPE-Vietnam,2
PER-Takis-Hadjigeorgiou,2
ORG-NIESR,2
PER-Ruth-Davidson,2
PRO-NU.nl,2
PER-Halbe-Zijlstra,2
ORG-Visegrad-Group,2
ORG-Association-for-Persecuted-Christians,2
PER-Jonathan-Portes,2
ORG-Royal-College-of-Midwives,2
PER-Rumen-Radev,2
GPE-Islamic-State-of-Iraq-and-the-Levant,2
PRO-Grassroots-Coordinating-Committee,2
PER-Manuel-Cortes,2
PRO-The-Observer,2
ORG-KRIB-BG-Management-Board,2
PRO-RTL-Radio,2
PER-Svetoslav-Malinov,2
GPE-Cuba,2
ORG-Toyota,2
ORG-Die-Grunen,2
PER-Charles-Michel,2
PRO-Investor.bg,2
PER-Martin-Schulz,2
ORG-Airbus-SEG,2
PER-Guglielmo-Meardi,2
PER-James-Clark,2
PER-Justine-Greening,2
PER-Marcel-de-Graaff,2
EVT-WWI,2
ORG-Freedom-Party-of-Austria,2
PER-Adam-Lazowski,2
PER-Khadim-Hussain-Rizvi,2
PRO-money.bg,2
LOC-Berlin-Wall,2
PRO-The-Brussels-Times,2
ORG-JURI,2
PER-Caroline-Flint,2
PER-Momchil-Nekov,2
PER-Zinaida-Zlatanova,2
PER-Shah-Mahmood-Qureshi,2
PER-Alan-Hastings,2
ORG-LIBE,2
ORG-EMPL,2
GPE-Kiev,2
GPE-Malaysia,2
PER-Steven-Mnuchin,2
LOC-Central-Europe,2
PER-Anthony-Glees,2
PRO-Funke,2
PER-Eastern-Europe,2
ORG-Foreign-Office,2
PER-Iskra-Mihaylova,2
PER-Denitsa-Kitanova,2
GPE-Yemen,2
PRO-CNN,2
PER-Petr-Yakovlevich-Melnikov,2
PER-Ashley-Fox,2
PER-Syed-Kamall,2
LOC-City-of-London,2
PER-Martin-Callanan,2
PRO-EUobserver,2
EVT-People's-Voice-Campaign,2
GPE-USSR,2
PER-John-McDonnell,2
PER-Chrystia-Freeland,2
PER-Vince-Cable,2
ORG-Eurostat,2
PRO-Cohesion-Policy,2
PER-Arlene-Foster,2
PER-Lloyd-Blankfein,2
GPE-Iraq,2
ORG-London-School-of-Economics-and-Political-Science,2
PRO-You-and-Brexit,2
PER-Christoph-Hasselbach,2
GPE-Austria,2
PER-Mij-Rahman,2
GPE-United-States-of-Europe,2
PRO-Sky-news,2
ORG-Ministry-of-Foreign-Affairs-Bulgaria-Press-Office,2
GPE-Hong-Kong,2
ORG-Office-for-National-Statistics,2
PER-Mark-Malloch-Brown,2
EVT-Brexit-Referendum,2
ORG-Bundestag,2
EVT-Christmas,2
ORG-Ministry-of-Foreign-Affairs-Bulgaria,2
GPE-Moldova,2
PER-Karen-Bradley,2
PER-Noor-ul-Haq-Qadri,2
PRO-America-First,1
PRO-The-Pakistan-Penal-Code,1
PER-Narendra-Modi,1
ORG-Sofia-University,1
ORG-European-Development-Fund,1
PER-Stephen-Cobb,1
PER-Robin-Walker,1
GPE-Edinburgh,1
ORG-Leave.eu,1
PER-Alexander-Litvinenko,1
PER-Mikheil-Saakashvili,1
ORG-University-of-Cambridge,1
PER-Rolandas-Paksas,1
ORG-Bulgarian-Communist-Party,1
LOC-South-Asia,1
ORG-BeLeave,1
PER-Graham-Gudgin,1
PRO-Digital-Journal,1
PER-Chris-Leslie,1
PER-Robert-Tombs,1
PER-Branden-Lewis,1
PER-Jack-Ma,1
GPE-Hanoi,1
PER-Antonio-Nicaso,1
PER-Rob-Ford,1
GPE-New-Zealand,1
EVT-Black-Friday,1
GPE-Haiti,1
LOC-Irlends-countries,1
PRO-Cumhuriyet,1
PER-Morgan-McKinley,1
ORG-FTI-Consulting,1
LOC-Pall-Mall,1
ORG-Global-Future,1
ORG-Netherlands-parlament,1
GPE-Thailand,1
PRO-Union-Jack,1
PRO-Daily-Mirror,1
ORG-Dublin-City-University,1
ORG-VMRO-BG,1
ORG-Tesco,1
ORG-Die-Linke,1
GPE-Somalia,1
PER-Alexis-Tsipras,1
PER-Mohammad-Javad-Zarif,1
PER-Waheed-Alli,1
GPE-Macedonia,1
EVT-Prepare-for-Brexit-Implications-for-European-Business,1
LOC-Southern-Europe,1
PER-Zoran-Zaev,1
PER-Hans-Hack,1
LOC-Dondukov,1
ORG-Institute-of-Directors-London,1
GPE-Nairobi,1
ORG-Supreme-Court-of-the-Netherlands,1
PER-Sebastian-Kurz,1
PER-Simon-Stevens,1
PER-Paul-Kagame,1
ORG-Alstom,1
PER-George-Eustice,1
GPE-Oslo,1
PER-James-Slack,1
PER-Gina-Miller,1
ORG-Amnesty-International,1
ORG-Interfax,1
PER-Piers-Morgan,1
PRO-Withdrawal-Agreement-Draft,1
PER-Rimmel-Mohydin,1
ORG-BusinessEurope,1
PER-Asif-Saeed-Khan-Khosa,1
GPE-Zurich,1
PRO-Svobodna-zona-s-Georgi-Koritarov,1
ORG-Eurojust,1
PER-Gina-Haspel,1
PER-Gwythian-Prins,1
ORG-Statistisches-Bundesamt,1
PER-Richard-Tice,1
LOC-Palais-de-l'Еlysеe,1
EVT-Jihad,1
LOC-Brexit-museum,1
ORG-Bank-of-England,1
ORG-the3million,1
PER-Nick-Clegg,1
PER-Lars-Lokke,1
GPE-Belarus,1
GPE-Addis-Ababa,1
PER-Gordon-Brown,1
ORG-TUC,1
LOC-ex-socialist-countries,1
ORG-University-of-Strathclyde,1
EVT-Emma,1
PER-John-Mulaney,1
GPE-Whitstable,1
PRO-LBC,1
PRO-Welt-am-sonntag,1
GPE-Southern-Europe,1
PER-Julie-Kvaerndrup,1
PER-Bruno-Le-Maire,1
ORG-Vote-Leave,1
PER-Mohammad-Shafiq-Amini,1
PRO-Dunkirk,1
ORG-British-Pakistani-Christian-Association,1
ORG-KRIB-BG,1
PER-Sarah-Wollaston,1
ORG-UK-in-a-Changing-Europe,1
PRO-Breitbart-News,1
LOC-Mediterranean-Basin,1
PER-David-Mandel,1
PER-Georgios,1
GPE-Cameroon,1
ORG-Freie-Demokratische-Partei,1
PER-Angel-Dzhambazki,1
GPE-Schengen,1
PER-Robert-Buckland,1
ORG-European-Parliament's-Committee-on-Constitutional-Affairs,1
EVT-Dexit,1
ORG-GlaxoSmithKline,1
PER-Ian-Paisley-Jr,1
PRO-Europe,1
ORG-Volkswagen,1
PRO-Irish-Times,1
PER-George-Bush-Jr,1
PER-John-Curtice,1
ORG-Visa,1
GPE-Sweden,1
PER-Alastair-Birt,1
GPE-Brunei,1
GPE-Palestine,1
ORG-British-Summer-Fruits,1
GPE-Yiwu,1
PER-Wilson-Chaudhry,1
GPE-Essex,1
GPE-Izmir-Turkey,1
GPE-Slovakia,1
GPE-Republic-of-South-Africa,1
PER-Alastair-Brooks,1
LOC-West-London,1
PER-Peter-Amon,1
PER-Maria-Juan-Rodriguez,1
ORG-BSP,1
PER-Caroline-Nokes,1
LOC-Romford-Market,1
PRO-France-2,1
ORG-Southern-England-Farms-Ltd,1
PER-Michael-Fallon,1
PER-Philip-Levy,1
ORG-National-Intelligence-Centre-Spain,1
PER-Roberto-Flores-Garcia,1
ORG-BT,1
PRO-Political-Scrapbook,1
ORG-Commission-representation-in-Bulgaria,1
PER-Anand-Menon,1
PRO-Conservativehome,1
PER-Dalia-Grybauskaite,1
GPE-Kazakhstan,1
PER-Marry-Lou-McDonald,1
PER-Eva-Maydell,1
ORG-EPP-group-in-European-Parlament,1
EVT-Operation-Sofia,1
PER-Henry-Bolton,1
ORG-University-of-Westminster,1
PER-Barack-Obama,1
LOC-Whitehall,1
PER-Andrej-Mizarka,1
LOC-Schengen-Area,1
PER-Isaac-Newton,1
PER-Emily-Hill,1
GPE-Budapest,1
PER-Douglas-Martin-Hogg,1
ORG-British-Chambers-of-Commerce,1
PRO-EurAsia-Daily,1
PRO-ITV-Network,1
PER-Matthew-Pennycook,1
PER-Ska-Keller,1
EVT-Project-Fear,1
ORG-French-Institute-of-International-Relations,1
ORG-The-Beatles,1
GPE-Havering,1
GPE-Erythrea,1
PER-Shahmir-Sanni,1
LOC-Asia,1
ORG-University-of-Manchester,1
GPE-Cornwall,1
ORG-Populus,1
PER-Tom-Brake,1
GPE-Ruanda,1
LOC-Pas-de-Calais,1
GPE-Shanghai,1
GPE-Hertfordshire,1
ORG-EBRD,1
PER-Harold-Wilson,1
ORG-UNWE,1
GPE-Mali,1
PER-Desislava-Apostolova,1
PER-Nicola-White,1
GPE-Kenya,1
PER-Nicholas-Marston,1
GPE-Serbia,1
PRO-Multiannual-Financial-Framework,1
PEPER-Paul-Bloomfield,1
ORG-FRA,1
PER-Karen-Betts,1
GPE-Plymouth,1
ORG-CIA,1
ORG-Party-Order-and-Justice,1
ORG-SCL,1
LOC-Vesuvius,1
ORG-Warwick-Business-School,1
ORG-Briefings-for-Brexit,1
PRO-Eco,1
PER-Stephen-Gethins,1
GPE-Chile,1
GPE-Ankara,1
LOC-Plymouth,1
PRO-RTE-Ireland,1
PER-Gill-Walton,1
GPE-Malta,1
PER-Yulia-Skripal,1
PER-Nikki-Haley,1
ORG-Ryanair,1
ORG-Royal-Military-Academy-Sandhurst,1
ORG-Green-Left-Party,1
PER-Patrick-McLoughlin,1
ORG-IG-Metall,1
ORG-University-of-Essex,1
ORG-MarketWatch,1
ORG-Paris-Agreement,1
PRO-Daily-Express,1
PRO-White-book-immigration-after-Brexit,1
PER-Dominic-Lawson,1
GPE-Skopje,1
ORG-Chatham-House,1
ORG-Socialists&Democrats,1
ORG-Ministry-of-Brexity,1
PRO-Le-Monde,1
ORG-Bank-of-America,1
ORG-NHS,1
PER-John-Spencer,1
ORG-SIK,1
PRO-Iran-nuclear-deal,1
EVT-Operation-Olive-Branch,1
PER-Hilary-Benn,1
PRO-Darkest-Hour,1
GPE-Afrin,1
PRO-Liberation,1
PRO-NOVATV,1
PER-Frances-O'Grady,1
ORG-EasyJet,1
PRO-Eurostar,1
ORG-Shelter-City,1
PER-Sam-Meredith,1
ORG-DPS,1
ORG-HSBC,1
PRO-CNBC,1
ORG-ASEAN,1
LOC-Heaven,1
PER-Rex-Tillerson,1
GPE-Duisburg,1
PER-Frank-Walter-Steinmeier,1
GPE-Afghanistan,1
ORG-UK-Liberal-Democrats,1
GPE-Ealing,1
GPE-Delhi,1
EVT-Stop-Brexit,1
ORG-Morningstar,1
ORG-ING-Group,1
ORG-NHS-England,1
ORG-Bulgarian-State-Railways,1
PER-David-Jones,1
PRO-Common-Agricultural-Policy,1
PER-Christopher-Wiley,1
ORG-Adriatic-and-Ionian-Initiative,1
PER-Almudena-Lara,1
PER-Plamen-Ralchev,1
ORG-Confederation-of-British-Industry,1
GPE-Pyongyang,1
EVT-The-Holocaust,1
PER-Nick-Boles,1
PER-Ian-Blackford,1
ORG-GERB,1
ORG-National-Audit-Office-UK,1
LOC-Ischia,1
PRO-Schengen-Information-System,1
ORG-Siemens-AG,1
GPE-Dusseldorf,1
GPE-Britain,1
ORG-Amazon,1
PER-Matthew-Cooper,1
GPE-Atlanta,1
PRO-BTV,1
GPE-Damascus,1
ORG-BMW-AG,1
PRO-Newsweek,1
PER-Sigmar-Gabriel,1
GPE-Paraguay,1
GPE-Australia,1
ORG-Fishing-for-leave,1
PER-Robert-Hannah,1
GPE-Coventry,1
GPE-UAE,1
LOC-Tyne,1
GPE-Northwood,1
PRO-Washington-Post,1
PER-Stef-Blok,1
ORG-Northern-Ireland-Affairs-Committee,1
PER-Iain-Begg,1
GPE-North-Shields,1
ORG-Supreme-Court-of-Pakistan-Punjab,1
GPE-Rome,1
ORG-Christlich-Soziale-Union-in-Bayern,1
GPE-Londonderry,1
PER-Didier-Reynders,1
ORG-Leave-Means-Leave,1
ORG-House-of-Commons-London,1
ORG-Europe-of-Nations-and-Freedom,1
GPE-Lithuania,1
ORG-Peoples'-Democratic-Party-Turkey,1
GPE-Ethiopia,1
PER-Danny-Danon,1
PER-Meghan-Markle,1
PER-Marina-Litvinenko,1
ORG-Ministry-of-Finance-UK,1
PER-Heinz-Christian-Strache,1
PRO-Obeshtanieto,1
ORG-Deutsche-Bank,1
ORG-Changing-Europe,1
PRO-Belfast-Telegraph,1
ORG-Cambridge-Analytica,1
PER-Patrick-Stewart,1
PRO-New-York-Times,1
PER-John-Kerr,1
GPE-Indonesia,1
EVT-Hexit,1
PRO-Horizon-2020,1
PRO-Litze-v-litze,1
ORG-European-Movement-International,1
ORG-ACN-Aid-to-the-Church-in-Need,1
LOC-Islington,1
PER-Andrew-Cooper,1
PER-Chiara-Liduori,1
ORG-European-Research-Group,1
ORG-Ministry-of-Home-Affairs-UK,1
PRO-Erasmus-Programme,1
PER-Steve-Bannon,1
EVT-Frexit,1
LOC-Southeast-Asia,1
PRO-Voice-of-America,1
GPE-Tokyo,1
ORG-Balfour-Beatty,1
ORG-Momentum,1
PRO-Chinook,1
PER-George-Norton,1
PER-John-Longworth,1
PER-Borge-Brende,1
PER-Prince-Harry,1
ORG-Office-for-Budget-Responsibility,1
PER-Fawad-Hussain,1
PER-Chris-Grayling,1
LOC-South-London,1
PER-Peter-Szijjarto,1
LOC-Atlantic,1
ORG-Aston-Martin,1
PRO-White-book-of-Jean-Claude-Juncker,1
LOC-Western-Europe,1
PER-Ivaylo-Calfin,1
ORG-Grant-Thornton-International,1
EVT-Windrush-scandal,1
ORG-Scotch-Whisky-Association,1
PRO-Welt,1
PRO-EU-electoral-law,1
EVT-Armageddon,1
PRO-Psychic-and-Astrology-World-Predictions-for-2018,1
LOC-North-London,1
ORG-Eurasia-Group,1
ORG-Socialist-Party-of-the-Oppressed,1
PER-Chris-Patten,1
GPE-Istanbul,1
ORG-British-Airways,1
PRO-Nuclear-program-of-Iran,1
PER-Geert-Wilders,1
PER-Winston-Churchill,1
ORG-Siemens,1
GPE-Brazil,1
