clID,Count
PER-Clement-Shahbaz-Bhatti,3
10038,3
ORG-NATO,3
68,3
10066,3
10032,3
PER-David-Lidington,3
ORG-GRU-(Russian-GU),3
91,3
PRO-Telegram,3
10049,3
10028,2
ORG-Tehreek-e-Insaf,2
LOC-Balkans,2
PRO-NTV,2
GPE-Belgium,2
PER-Elena-Ananieva,2
EVT-Scripals'-poisoning,2
10069,2
GPE-Holland,2
10072,2
10133,2
ORG-Interfax-Ukraine,2
ORG-NTV-TV-Company,2
PRO-Financial-Times,2
PER-Jeremy Wright,2
PER-Nigel-Farage,2
10061,2
PER-Hafiz-Muhammad-Saeed,2
EVT-Chequers-Cabinet-Meeting,2
PER-Greg-Hands,2
GPE-Poland,2
PRO-Kommersant,2
10165,2
PER-Jeremy-Corbyn,2
10161,2
GPE-Austria,2
PER-Guy-Verhofstadt,2
99,2
EVT-2012-Summer_Olympics,2
LOC-Heathrow-Airport,2
PER-Siman-Povarenkin,2
86,2
ORG-CNN,2
ORG-Radio-Svoboda-Pakistan,2
PER-Suella-Braverman,2
55,2
PER-Richard-Sakwa,2
ORG-Federation-Council-Foreign-Affairs-Commit,2
GPE-Shekhupura,2
PER-Nicolas-Sarkozy,2
4,2
ORG-Kazinform,2
ORG-Liga-Business-Inform-News,2
149,2
10033,2
ORG-UNN,2
GPE-Wales,2
EVT-Brexit-Repeated-Referendum,2
PER-Asif-Saeed-Khan-Khosa,2
PRO-The-Telegraph,2
ORG-United-Nations,2
EVT-Amesbury-poisoning,2
10155,2
10163,2
PER-Ulrich-Delius,2
PRO-The-Sunday-Telegraph,2
PER-Laura-Kuenssberg,2
PER-Arron-Banks,2
190,2
188,2
GPE-Paris,2
GPE-Multan,2
10103,2
10071,2
"ORG-Federal Service for Supervision of Communications, Information Technology and Mass Media",2
10082,2
10046,2
10042,2
10089,2
10037,2
ORG-European-Research-Group,2
ORG-Scottish-National-Party,2
10097,2
10034,2
GPE-Germany,2
10092,2
10026,2
ORG-PRIME-News-Agency,2
10078,2
GPE-Ukraine,2
10019,2
10005,2
10100,2
PER-Phillip-Lee,2
10016,2
PER-Angela-Merkel,2
PER-Matthew Hancock,2
ORG-Russian-Orthodox-Church,2
ORG-Jamiat-Ulema-e-Islam,2
10095,2
PER-Vladimir-Bruter,2
10056,2
10085,2
10057,2
PRO-WhatsApp,2
10098,2
10065,2
PER-Mark-Sedwill,2
10067,2
10048,2
GPE-Rome,2
PER-Ann-Hidalgo,2
10062,2
PER-Alexander-Pushkin,1
10175,1
10003,1
ORG-Organisation for the Prohibition of Chemical Weapons,1
ORG-GfbV-Society-for-Threatened-Peoples,1
10174,1
206,1
148,1
ORG-YouGov,1
162,1
145,1
PRO-The-New-York-Times,1
10176,1
PER-Jordan-Rochester,1
135,1
ORG-URA-Inform,1
PRO-Global-Look-Press,1
ORG-Chatham-House,1
10171,1
163,1
PER-James-Masih,1
PRO-Hadith,1
10164,1
PRO-Podrobnosti,1
PER-James-Sherr,1
198,1
PRO-Fakty-i-Kommentarii,1
PER-Rimsha-Masih,1
ORG-Catholic-Church,1
185,1
ORG-Ukranian-News-Agency,1
ORG-European Parliament Steering Group,1
ORG-The-Coca-Cola-Company,1
PER-Mikhail-Lermontov,1
10166,1
10173,1
10167,1
10168,1
10169,1
GPE-Amsterdam,1
GPE-China,1
ORG-Manx-Financial-Group-PLC,1
LOC-Near-East,1
ORG-University-of-Kent-UK,1
ORG-RBK-Group,1
10010,1
62,1
10039,1
58,1
10120,1
56,1
ORG-Nomura-Holdings-Inc,1
GPE-Berlin,1
48,1
10044,1
10047,1
43,1
PER-Sergei-Ivanov,1
PER-Evgeny-Khvostik,1
ORG-Ministry-of-Foreign-Affairs-Poland,1
ORG-Amnesty-International,1
10050,1
10053,1
PER-Peter-Jukes,1
10054,1
19,1
PRO-RT (Russia Today),1
13,1
12,1
PER-Ekaterina-Mareeva,1
10073,1
10083,1
10068,1
10036,1
67,1
10035,1
102,1
10139,1
LOC-Islamabad-Rawalpindi-Road,1
125,1
PER-Horst-Seehofer,1
120,1
10079,1
10160,1
116,1
10017,1
PER-Dinendra-Haria,1
109,1
103,1
101,1
PRO-European-Communities-Act-1972,1
10025,1
GPE-Vatican,1
10077,1
10076,1
10029,1
10130,1
10030,1
GPE-Indonesia,1
10031,1
PER-Peter-Bone,1
PER-Andy-Wigmore,1
74,1
235,1
10153,1
10159,1
ORG-ANO-political-party-CZ,1
10112,1
10113,1
GPE-Afghanistan,1
PRO-Focus-magazine,1
ORG-Kronen-Zeitung-Newspapper,1
ORG-Unilever,1
PRO-Gazeta-ua,1
10116,1
ORG-Commonwealth,1
PER-Iain-Duncan-Smith,1
10180,1
PER-Barbara-Vezel,1
10118,1
10121,1
PER-Waldemar-Cislo,1
PRO-Treaty-of-Lisbon,1
PER-Andrej-Babis,1
10123,1
PER-Pope-Francis,1
PRO-The-Belfast-Agreement,1
PRO-Lenta-Ru,1
ORG-Ahmadiyya-Muslim-Community,1
10064,1
10125,1
ORG-Kommersant-FM,1
ORG-UK-Studies-Center-of-the-RAS-Institute-of-the-Russian-Academy-of-Sciences,1
ORG-Press-Association,1
GPE-Salzburg,1
ORG-SalamNews,1
ORG-Ministry-of-the-interior-Pakistan,1
ORG-Nestle-SA,1
GPE-Sindh,1
PRO-Magnitsky-Act,1
ORG-International-Institute-for-humanities-an,1
ORG-Arab-News,1
GPE-Asgardia,1
PER-Pete-Wishart,1
ORG-Deutsche-Welle-Asia,1
10104,1
ORG-ABC-Tv-Programm,1
ORG-Jagran-Newspaper,1
ORG-The-Procter-&-Gamble-Company,1
ORG-PanARMENIAN-Net,1
10105,1
EVT-Olympics,1
ORG-Ministry of Culture-UK,1
10109,1
PRO-PHL,1
10106,1
ORG-Rossijskaja-Gazeta,1
PER-Sebastian-Kurz,1
PER-Muhammad-Faisal,1
10107,1
10108,1
ORG-Catholic-Herald,1
PER-Gavin-Williamson,1
PER-Secunder-Kermani,1
PER-Mohammad-Javad-Zarif,1
LOC-Hofburg-Palace,1
ORG-Ministry-of-Foreign-Affairs-Iran,1
ORG-European-Court-of-Human-Rights,1
10127,1
ORG-Leave-EU,1
LOC-North-America,1
PRO-BBC-website,1
10124,1
GPE-Balochistan,1
10147,1
LOC-English-Channel,1
ORG-Lahore-High-Court,1
PRO-Korrespondent-net,1
298,1
PRO-Racurs-ua,1
EVT-Summit-NATO,1
293,1
ORG-Department-of-Health,1
10096,1
PER-Sergey-Kislyak,1
PER-Demkov-K-S-NTV,1
ORG-Rosneft-Oil-Company,1
146,1
10087,1
10152,1
PER-Michael-Howard,1
ORG-International-Monetary-Fund,1
ORG-Aif-Moskva-News-Agency,1
PER-Napoleon-Bonaparte,1
10154,1
250,1
249,1
PER-Noor-ul-Haq-Qadri,1
10157,1
PER-Carole-Cadwalladr,1
PER-Vladimir-Vasilyev,1
GPE-Luxembourg,1
PER-Tom-Watson,1
ORG-Charlemagne-Capital-Ltd,1
10128,1
10131,1
ORG-Ministry-of-Foreign-Affairs-Germany,1
LOC-the-Balkan-Peninsula,1
ORG-Corriera-della-Sera-News,1
PER-Fawad-Chaudhry,1
10134,1
10146,1
PRO-The-Observer,1
385,1
10094,1
10088,1
10151,1
333,1
ORG-Human-Rights-Watch,1
10140,1
GPE-Czech-Republic,1
PER-Milos-Zeman,1
ORG-Missio-Catholic-Organisation,1
ORG-The-Government-of-Russia,1
PER-Ejaz-Ashrafi,1
ORG-Heute-News,1
10142,1
10143,1
EVT-Vote Leave Campaign,1
PRO-Chequers-plan,1
10145,1
ORG-Focus-Media,1
