Mention,Count
Biuro Rzecznika Prasowego,2
Biurze Zasobów Energii,1
BiznesAlert.pl,20
Black Friday,2
Blagovešensk,1
Bliskiego Wschodu,1
Bliskim Wschodzie,5
Bloomberg,25
Bloomberg News,1
Bloomberg Television,1
Bloomberga,1
Blue Stream Pipeline Company B.V.,1
Blízkého východu,2
Blízkém východě,1
Boba Posnera,1
Bobby Jindal,1
Bodenseer,1
Boeing,1
Boeing 737,6
Boeing 737 MAX,1
Boeing 737 Max,1
Boeing 737-800,3
Boeing 737-8AS,1
Boeing 787-9 Dreamliner,1
Boeing-737,4
Boeing-737-800,9
Boeingy 737,1
Boeingy 737 Max,1
Boga,1
Bogiem,1
Bohdana Chmielnickiego,1
Bohuslava Sobotky,2
Bojku Borisovovi,1
Boko Haram,1
Bolonii,1
Bombaji,3
Bombaju,1
Bonn,4
Borbet,2
Bordeaux,1
Boris Johnson,17
Borisa Johnsona,3
Borise Johnsona,3
Borisova,1
Borisovovi,1
Bornholm,5
Bornholmu,2
Bosch,1
Bosphorus,1
Bournemouth,1
Boże Narodzenie,1
Bożego Narodzenia,4
Bożym Narodzeniem,4
Brad Parscale,1
Braniborsku,1
Bratislava,2
Bratislavě,3
Bravermanová,3
Brazílie,1
Brazílii,1
Breitbartu,1
Brema,2
Bremie,1
Brenda Schafferová,1
Brendan O'Leary,1
Brexicie,25
Brexit,203
Brexit ,3
Brexit (Брексит),1
Brexit-ю,1
Brexitem,16
Brexitowi,2
Brexitu,47
Brian Strutton,3
Briefings for Brexit,1
Brindisi,1
Bristolu,3
Brit,1
British Airways,15
British Pakistani Christian Association,1
Britka,1
Britové,31
Britská obchodní komora v ČR,1
Britské obchodní komory v ČR,1
Britské pákistánské křesťanské asociace,1
Britský parlament,8
Britský úřad pro civilní letectví,1
Britských ostrovech,1
Brittany Kaiser,1
Brity,11
Británie,110
Británii,71
Británií,25
Britští lordi,2
Britů,16
Britům,8
Brna,1
Brno,1
Broka,1
Bronxu,2
Brookings Institution,1
Broughton,1
Brouillette,4
Bruksela,21
Brukseli,58
Brukselą,20
Brukselę,1
Brunei,1
Brunsbüttel,2
Brusel,21
Bruselem,17
Bruselu,49
Brussels,1
Brussels Airlines,7
Brussels Times,2
Brytanii,1
Brytanię,1
Brytyjczków,1
Brytyjczycy,21
Brytyjczyk,4
Brytyjczykami,5
Brytyjczykom,4
Brytyjczyków,16
Brytyjki,1
Brytyjska Partia Konserwatywna,2
Brytyjski Urząd Lotnictwa Cywilnego,1
Brytyjskie Stowarzyszenie Chrześcijan Pochodzenia Pakistańskiego,1
Brytyjskiego Naukowego Stowarzyszenia Jądrowego,1
Brytyjskiemu Stowarzyszeniu Pilotów Linii Lotniczych,1
Buczek,2
Budapeszcie,2
Budziszyn,2
Bukureti,1
Bukurešti,4
Bulgaria-news,2
Bulharska,4
Bulharskem,1
Bulharsko,12
Bulharsku,1
Bulhary,1
Bulhaři,1
Bundesnetzagentur,1
Bundestagu,2
Burgas,2
Bushové,1
Business Insider,6
Business Insider Polska,1
Buzek,1
BuzzFeed,7
BuzzFeed News,5
Buzzfeed,3
Buzzfeed News,1
Bułgaria,2
Bułgarii,4
Bułgarów,3
Bydgoszcz,3
Bílého domu,6
Bílém domě,3
Bílý dům,4
Běloruska,1
Bělorusku,2
C Corporate Finance,1
CA,1
CAA,1
CAATSA,6
CBI,1
CDU,7
CDU-CSU,1
CDU/CSU,1
CEEP,1
CGSLB,5
CGT,1
CGT Cheminots,1
CIRE,2
CIRE.PL,2
CNBC,3
CNE,5
CNE/LBC,1
CNN,4
COP24,1
CSC,6
CSU,3
CTPA,1
CWR,1
CWR Poland,3
Cabify,1
Cabin Crew United,2
Cabin Crew United ,1
Cagliari,1
Cambridge Analitica,1
Cambridge Analytica,11
Cambridge Analyticy,1
Cambridge Analytiku,2
Cambridge Econometrics,4
Capacity4Gas,1
Caracal,1
Carillion,1
Carnegie Europe,1
Carwyn Jones,1
Castellón,1
Castoro 10,2
Castoro Dici,1
Castoro Dieci,1
Castoro-10,1
Cecilia Malmstroem,1
"Centra pro euroasijské studie, Ruska a východní Evropy",1
Central Europe Energy Partners,1
Centralny Port Komunikacyjny,1
Centre for European Reform,1
Centrica LNG,1
Centrum Stosunków Międzynarodowych,1
Channel 4,1
Channel Five,1
Chanová,1
Charlemagne Capital,1
Charleroi,4
Charles Michel,3
Chatham House,1
Che Guevara,1
Che Guevarą,1
Chemnitz,1
Chemnitzu,1
Cheniere Energy,1
Cheniere Marketing International,1
Chenieru,1
Chile,1
Chin,3
Chinami,1
Chiny,1
Chládek,1
Choice,1
Chong-Alay,1
Chorvatsko,1
Chorvatsku,1
Chorwacja,1
Choudary,1
Chris Tarry,1
Chrise Graylinga,1
Christiaan Alberdingk Thijm,1
Christian Hirte,1
Christian Hirthe,1
Christian Trades Union,2
Christine Behleová,2
Christinie Behle,1
Christopher Wylie,1
Chrystusa,2
Chrystusie,1
Chrzanowie,1
Chuka Ummuna,2
Churchill,1
Chádim Husajn Rizví,4
Chán,1
Cieśnienie Kerczeńskiej,2
Cieśninie Kerczeńskiej,3
Cieśniny Kerczeńskiej,1
Citi-bank Europe,2
Citibank Europe,2
Citigroup,2
City,2
ClaimAir,2
Clearstream,1
Click2Claim,1
ClientEarth,1
Clifford Chance,2
Clinton,1
Coalition Clean Baltic,1
Cobalt,1
Coca-Cola,1
Cockpit,26
Cohen,1
Cohenův,1
Colin Harvey,1
Collins,1
Collinse,1
ComRes,1
Commerzbank,2
Commonwealth,1
Companies House,1
Connexion,2
Conservative Way Forward,4
Conservativehome,1
Containment,1
Cooper,2
Corbyn,2
Corbyna,2
Corbynem,1
Corcoran,3
Cork,2
Cornelius,1
Corriera della Sera,1
Corriere della Sera,1
Corriere della sera,1
Cory Gardner,1
"Cosmetic, Toiletry and Perfumery Association",1
Costa Blanca Club,1
Countering Russian Influence in Europe and Eurasia Act of 2017,1
Courcelles,1
Cypr,2
Cyprze,1
Cyril Svozil,2
Czaputowicz,4
Czaputowicza,1
Czechy,1
Czerwonej Księdze,1
Cергей Скрипаль,1
DGAC,2
DGP,2
DIGI24,1
DPA,36
DUBLIN,1
DUP,6
DUS,1
DW,19
DW Новости,1
DWN,1
Daily Express,8
Daily Exspress,1
Daily Mail,2
Daily Mirror,2
Daily Sabah,1
Daily Telegraph,3
Dalia Grybauskaite,1
Damberg,1
Damberga,1
Damian Collins,1
Damian Green,1
Damien English,1
Damiena Greena,1
Dan Brouillette,5
Dan E. Frederiksenem,1
Dana Broilletta,1
Dania,14
Daniel Křetínský,1
Daniel Salvatore Schiffer,1
Daniel Szafruga,1
Daniela Křetínského,1
Danii,20
Danią,3
Danię,4
Dannyho Shawa,1
Danuta Hubner,1
Danuta Hübnerová,1
Dariusz Lisiak,1
Dariusza Lisiaka,1
David Cameron,1
David David,1
David Davis,19
David Lidington,1
David O´Brian,1
David Zlámal,1
Davida Camerona,4
Davida Davisa,10
Davida Davise,2
Davida Marka,1
Davida O´Briana,1
Davidem Davis,1
Davidem Davisem,5
Davis,11
Davisem,1
Davos,1
Davos 2018,1
Dawn,4
De La Rue,1
De Standaard,1
Dea,1
Defense One,1
Deloitte,1
Demokratické unionistické strany,1
Demokratyczna Partia Unionistyczna,1
Demokratycznej Partii Unionistycznej,1
Demokratycznej Partii Unionistów,1
Demokratyczną Partią Unionistyczną,1
Demokratyczną Partią Unionistów,1
Den Bosch,1
Den Evropské unie,1
Dentonsa,1
Departamencie Stanu,1
Departament Stanu,4
Departament Stanu USA,1
Departamentu Stanu,6
Departamentu Stanu USA,9
Der Spiegel,2
Der Tagesspiegel,1
Derbyshire Live,3
Deutsche Bank,3
Deutsche Welle,15
Deutsche Welle Asia,1
Deutsche Wirtschafts Nachrichten,1
Deutschneudorf,1
Devon,1
Die Frankfurter Allgemeine Zeitung,2
Die Welt,4
Die Welt ,1
Die Zeit,1
Dieter Kempf,1
Digital Journal,1
Dineen,1
Dinendra Haria,1
Discovery,7
Discovery Communications,3
Dmitrij Miedwiediew,1
Dmitrij Peskov,2
Dmitrij Pieskow,3
Dmitrija Miedwiediewa,1
Dnevnik.bg,5
Dnia św. Patryka,1
Dolné sněmovně,1
Dolní sněmovna,15
Dolní sněmovně,1
Dominic Grieve,1
Dominic Raab,1
Dominique Dehaene,3
Dominique Ristori,1
Donald Trump,40
Donald Tusk,18
Donalda J. Trumpa,1
Donalda Trumpa,28
Donalda Tuska,2
Donaldem Trumpem,6
Donaldem Tuskem,2
Donaldowi Trumpowi,2
Donaldu Trumpovi,5
Donbasie,1
Donbasu,2
Doprava 2018+,1
Dordogne,1
Doumie,1
Dover,7
Dow Jones,2
Downing Street,3
Dpa,1
Drezno,2
Dreźnie,2
Dubaje,1
Dubajem,2
Dublin,13
Dublina,6
Dublinie,13
Dublinowi,1
Dublinu,9
Duda,5
Duesseldorfu,1
Dunaju,1
Duncan Brewer,1
Dusseldorf,3
Dusseldorfie,1
Duńczycy,3
Duńczykach,1
Duńczykom,2
Duńczyków,1
Duńska Agencja Energetyczna,1
Duńska Agencja Energii,2
Dyrektywa Komisji Europejskiej,1
Dyrektywy Gazowej,1
Dyrektywą Gazową,1
Dziadek Mróz,1
Dziennik Gazeta Prawna,3
Dziennik Polski 24,2
Dziennika Gazety Prawnej,1
Dziennika Zachodniego,1
Dzienniku Gazecie Prawnej,2
Dzień św. Patryka,1
Dánska,13
Dánskem,2
Dánsko,10
Dánsku,5
Dżamiat Ulema-e-Islam-Samiul,1
E.ON,4
E.ON Ruhrgas,1
E.On,8
E.on,2
E.on/Uniper,2
E.on/Unper,1
EASA,2
EAW,1
EBA,2
EC,1
EC ,1
ECA,1
ECB,1
EEA,1
EERC,1
EESC,1
EHP,2
EK,5
EMPL,2
ENA,1
ENAV,4
ENGIE,5
ENGIE.PA,1
EP,2
EPA,4
ESVO,1
ETS,2
EU,168
EU (Withdrawal) Bill 2018,1
EU 261,3
EU ETS,1
EU261,3
EU27,4
EUCERS,1
EUGAL,2
EURACTIV,1
EURACTIV.cz,1
EUobserver,4
EY,1
East Bohemian Airport,1
Eastring,1
EasyJet,8
Easyjet,13
Echo24,1
Echo24.cz,1
Economia,1
Eddie Wilson,4
Ederera,1
Edinburghu,2
Edynburg,2
Edynburgu,1
Edyta Roś,1
Egypt,1
Eidhovenem,3
Eiki Nestor,1
Eilatu,1
Eindhoven,6
Ejaz Ashrafi,1
Ekonomiczeskaja Prawda,1
El País,2
Elab Education Laboratory,1
Elisabeth Badinterovou,1
Eliška Junková,1
Eljat,1
Ellesmere Port,2
Ellou,1
Elmara Broka,1
Elżbieta Mamos,1
Elżbiety II,1
Emirates,6
Emmanuel Macron,5
Emmanuela Macrona,2
Emmanuelem Macronem,1
Empire State Building,1
En Marche,3
Energetyka24,1
Energiewende,1
Engie,69
Engie ,1
Engie SA,2
Eni,7
Enrico Brivio,1
Erasmus,1
Erdogan,2
Ernou Solbergovou,1
Essen,1
Estera Ameszová,4
Estonii,2
Estonią,1
Estonska,1
Estonsko,7
Etihad Airways,3
Eugal,5
Eugalu,2
Eugen Weinberg,1
Eugena Weinberga,1
Eugeniusz Lonski,1
EurActiv,3
EurActiv.com,1
EurAsia Daily,1
Euractiv,1
Eurasia Group,1
Eurazji,1
EuroZprávy.cz,7
Euroatomie,1
Euroatomu,1
Eurocontrol,3
Eurofi Financial Forum,3
Eurokomisaři,1
Euronest,1
Euronews,1
Europa,12
Europa Środkowo-Wschodnia jako brama gazowa do Europy,1
Europarlament,2
Europarlamentu,2
European Centre for Energy and Resource Security,1
European Union – a (N)ever closer Union?,1
Europejczycy,1
Europejczyków,14
Europejska Agencja Leków,1
Europejska Rada Przedstawicieli Pracowników,1
Europejska Wspólnota Gospodarcza,1
Europejski Fundusz Walutowy,1
Europejskiego Komitetu Kontrolnego,1
Europejskiego Komitetu Regionów,1
Europejskiego Mechanizmu Stabilności,1
Europejskiego Obszaru Gospodarczego,2
Europejskiego Trybunału Sprawiedliwości,2
Europejskiej Partii Ludowej,1
Europejską Radą ds. zagranicznych,1
Europie,94
Europie ,1
Europie Południowej,1
Europie Środkowej,4
Europie Środkowo-Wschodniej,5
Europie środkowej,1
Europoslanci,2
Europoslanec,1
Europosłowie,1
Europy,75
Europy Wschodniej,5
Europy Zachodniej,4
Europy Środkowej,12
Europy Środkowo-Wschodniej,6
Europą,6
Europą Północno-Zachodnią,1
Europą Środkowo-Wschodnią,1
Europę,6
Europę Zachodnią,1
Eurostar,3
Eurowings,5
Eustream,2
Eustream ,1
Eustreamu,1
Evening Standard,8
Evropa,15
Evropa v souvislostech,1
Evropan,1
Evropany,8
Evropané,5
Evropanů,3
Evropanům,1
Evropou,16
Evropskou komisi,3
Evropskou komisí,1
Evropskou unii,8
Evropskou unií,16
Evropská agentura pro bezpečnost letectví,1
Evropská komise,30
Evropská rada,1
Evropská unie,14
Evropské Unie,1
Evropské centrální banky,1
Evropské energetické unie,2
Evropské federace pro dopravu a životní prostředí,1
Evropské komise,17
Evropské komise pro energetickou unii,1
Evropské komisi,5
Evropské lize,1
Evropské organizace pro bezpečnost leteckého provozu,1
Evropské rady,9
Evropské unie,109
Evropské unii,13
Evropského fondu pro regionální rozvoj,2
Evropského hospodářského prostoru,1
Evropského parlamentu,7
Evropského sdružení volného obchodu,1
Evropského sociálního fondu,2
Evropského soudu,1
Evropském hospodářském prostoru,2
Evropském parlamentu,2
Evropský parlament,1
Evropský soudní dvůr,2
Evropu,20
Evropy,85
Evropě,66
Exit,1
Express,2
Express Bydgoski,1
Eymetu,1
FAZ,8
FBI,1
FDP,1
FGTB,5
FLR,1
FNB Gas,3
FORSA,3
FP,3
FPÖ,2
FR 1001,3
FR 1002,3
FR1001,1
FR1002,1
FR1057,4
FR1058,4
FR1425,3
FR1426,3
FR2228,3
FR2229,3
FR6728,3
FR6729,3
FR9172,3
FR9173,2
FT,4
FTC,1
FTI,1
FUNKE,1
Facebook,18
Facebooka,6
Facebookowi,2
Facebooku,9
Faisal Mahmood,1
Faisalábádu,1
Faktach po Faktach,1
Fakty,3
Faktów,2
Faktów po Faktach,1
Fallico,2
Farage,5
Farage'a,2
Farage'owi,2
Farageovi,1
Farageovy,2
Farageovými,1
Farm Europe,2
Fauád Čaudhrí,1
Fawad Ahmed Chaudhry,1
Fawad Chaudry,1
Federace německého průmyslu,1
Federacja Rosyjska,2
Federacji Rosyjskiej,1
Federalna Agencja ds. Sieci,1
Federalna Komisja Handlu,1
Federalnego Trybunału Konstytucyjnego,1
Federalnego Urzędu Żeglugi Morskiej i Hydrografii w Hamburgu,1
Federalny Trybunał Konstytucyjny,2
Federalny Urząd ds. Żeglugi i Hydrografii,1
Federalny Urząd Żeglugi Morskiej i Hydrografii w Hamburgu,1
Federalny Urząd Żeglugi i Hydrografii,1
Federální komise pro obchod,1
Fek,1
Feka,1
Fekovy,1
Fenix Trading,2
Fernanda Gandry,1
Festiwal Polska Éire,1
Festiwalu św. Patryka,1
Fidela Castro,1
Filadelfie,1
Filton,1
Financial Times,14
Financial Timesa,3
Finlandia,13
Finlandii,10
Finlandią,1
Finowie,1
Finska,4
Finskem,1
Finsko,10
Finsku,5
Finów,1
Fishing for Leave,1
Fit Cisl,1
Fitch ,1
Florence,1
Flota Bałtycka,1
Fly4free.pl,1
FlyEgypt,2
Focus,5
Forbes,1
Forbes. Ludzie. Pieniądze,1
Forbesa,1
Foreign Policy,3
Foreign policy,1
Foreing Policy,1
Forsa,12
Fort Trump,1
Fotobanka Profimedia,1
Fox News,1
Foxe,1
France 2,3
Francesca McDonaghová,1
Francesco Lepore,1
Francie,13
Francii,12
Francisem Fannonem,1
Franciszek,10
Franciszem,2
Franciszkiem,1
Francja,10
Francji,19
Francją,1
Francję,1
Francois Lenoir,2
Francouzi,2
Francouzský úřad pro civilní letectví,1
Francuzi,2
Francuzów,1
Frank-Walter Steinmeier,2
Frankfurcie,4
Frankfurcie nad Menem,2
Frankfurt,3
Frankfurt nad Mohanem,7
Frankfurter Allgemeine,3
Frankfurter Allgemeine Zeitung,8
Frankfurtu,2
Frankfurtu nad Menem,2
Frankfurtu nad Mohanem,9
Frans Timmermans,1
František,1
François Fillon,1
Frentech Aerospace,1
Friedbert Pflüger,1
Fritscha,1
Fundacji Batorego,1
Fundacji Nauka i Polityka,1
Funke,2
Fórsa,1
GLOBAL LOOK press,1
GRU,2
GW,1
Gabriel Mocho Rodríguez,1
Garzpromu,1
Gascade,3
Gasunie,3
Gazecie,1
Gazeta Wyborcza,4
Gazeta.ua,1
Gazociąg Północny,1
Gazociągu Północnego,6
Gazociągu Północnego 2,2
Gazprom,96
Gazprom Neft Badra B.V.,1
Gazprom Sakhalin Holdings B.V.,1
Gazpromem,10
Gazpromexport.ru,1
Gazpromi,1
Gazpromie,1
Gazpromowi,4
Gazpromu,66
Gdańsk,4
Gdańska,3
Gdańsku,1
Geert Vanden Wijngaert,1
Gemalto,1
Gen-nadij Timčenko,1
General Motors,1
Generali CEE Holding,1
Generalna Konfederacja Pracy,1
Genewie,2
Gentu,3
GeoTV,1
Georg Nowack,1
George Bushe,1
George F. Kennan,1
George Hodan,1
George Soros,3
George W. Bushe - juniora,1
Georgii,1
Gerald Khoo,2
Gerard Batten,3
Gerhard Schr öder,1
Gerhard Schroeder,4
Gerhard Schröder,4
Gerharda Schrödera,2
German Gref,1
German Marshall Fund,1
Gers,2
Gibraltar,1
Gibraltaru,2
Gina Miller,1
Girona,1
Glas Trust,2
GlaxoSmithKline,1
Global Future,1
Globalnego Ośrodka ds. Energii Rady Atlantyckiej,1
Goa,1
Goerlitz,2
Goldman Sachs,3
Goodbody,1
Gopková,1
"Gospodarka a geopolityka. Nord Stream 2, Ukraina i bezpieczeństwo energetyczne Europy",1
Gotlandii,1
Graeme Pikethly,1
Graeme Pitkethly,2
Grassroots Coordinating Group,2
Grecja,2
Grecji,4
Grecję,2
Greena,1
Greenpeace,1
Greenpeace Rosja,1
Greg Hands,1
Greifswald,5
Greifswaldském zálivu,1
Greifswaldu,19
Grenville Richards,2
Grigorij Trofimczuk,1
Grjazowiec,1
Grojsman,1
Grojsmana,1
Groningen,2
Grund,1
