Base,Count
азербайджанська республіка,1
іраклій адеішвілі,1
alde,1
помпео,1
австралія,1
венесуела,1
американська асоціація юристів «ініціатива з верховенства права,1
план дій україна - єс,1
даніель кон-бендіт,1
кей р.,1
жозе мануель пінту тейшейра,1
комітет вр з питань пек,1
відень,1
saturday night live,1
ниццский договір,1
the american conservative,1
сандерс,1
ради європи,1
південна європа,1
перу,1
співтовариства,1
гі верхофстадт,1
ввс україна,1
гаазька конференція з міжнародного приватного права,1
європейський уряд підбору кадрів,1
алла дубровик-рохова,1
український кризовий меда-центр,1
палата,1
пленарна сесія cepej,1
конституція,1
тов «дніпровський тепличний комбінат»,1
usns bowditch,1
принцип mitbestimmung,1
пат новомосковське районне виробниче підприємство «агротехсервіс»,1
міс піггі,1
цру,1
європейський соціально-економічний комітет,1
вища рада юстиції,1
мальта,1
iнтерфакс-україна,1
сільськогосподарське тов ім. чапаєва,1
туніс,1
ган,1
новомосковський район,1
європейська адміністративна школа,1
статистичне управління,1
обсє,1
мікі рурк,1
підсумковий документ віденської зустрічі,1
проон,1
люціус вільдхабер,1
програма розвитку організації об’єднаних націй,1
європарламмент,1
статут,1
iso 26000,1
невада,1
мінські домовленості,1
єврозона,1
ватикан,1
бранд,1
ієн боуг,1
закон україни про інформаційні агенства,1
а.стівенс,1
комісія юнкера,1
верховна рада,1
комітет регіонів,1
нідрланди,1
рекс тіллерсон,1
петар маргіч,1
орден дружби,1
представництво європейської комісії,1
нацбанк,1
основний фонд стандартів ради європи,1
європейський континент,1
еразмус+,1
вупі,1
об'єднаний комітет начальників штабів,1
йоганнес ган,1
тиса,1
тов «вільногірське скло»,1
ттп,1
український католицький університет,1
майкл флінн,1
мішель обама,1
міністерство охорони здоров'я латвії,1
львів,1
огайо,1
журнал європейських співтовариств,1
спільний моніторинговий комітет програми,1
аналітично-дорадчий центр блакитної стрічки,1
генерал де голль,1
ю. с. шемшученко,1
протокол № 11 рє,1
договір про єес,1
тов «орільський об’єднаний елеватор»,1
програма,1
джордж клуні,1
ccb,1
тарас березовець,1
меморандум про взаєморозуміння зі службою глобального договору оон та організації економічного співробітництва та розвитку,1
друга світова війна,1
аули,1
адміністрація митного союзу,1
доональд джон трамп,1
берні сандерс,1
cbs,1
ялтинська європейська стратегія,1
дп «орелька»,1
відродження,1
копенгаген,1
вісконсін,1
уряд публікацій,1
європейський комітет,1
сади сінергії,1
фрн,1
тіллерсон,1
с.стівенс,1
рішення №c(2015)9138 про затвердження програми транскордонної співпраці єіс польща-білорусь-україна 2014-2020,1
сбу,1
йоханесс хан,1
європейська конвенції з прав людини,1
криничанський район,1
сполучені штати америки,1
маргрете вестаге,1
пет тумі,1
стефан трешель,1
угода про асоціацію з єс,1
баррозо,1
американка,1
міністерство юстиції чорногорії,1
пентагон,1
європейський союз працівників апарату суду,1
уряд норвегії,1
луїзіана,1
рада адвокатів та юридичних товариств європейського співтовариства,1
сінергія груп,1
брно,1
сільськогосподарське тов «злагода»,1
ген. секретар рє,1
кеті макґінті,1
в'єтнам,1
нова комісія,1
івано-франківськ,1
сот,1
договір про єс,1
олімпійські ігри,1
асоціація європейських магістратів за демократію і свободу,1
асоціація європейських суддів адміністративної спеціалізації,1
олена петрівна,1
людмила іванівна,1
нарада з безпеки і співробітництва,1
комісія блакитної стрічки,1
вмс,1
мачадо,1
румунія,1
організація об’єднаних націй,1
іван куліченко,1
aeaj,1
ну «львівська політехніка»,1
п’ята авеню,1
encj,1
iso 14001:2004,1
голова представництва європейської комісії,1
європ. суд з прав людини,1
комісія євратом,1
o2,1
тов «дніпромлин»,1
чарльз ліндберг,1
hcch,1
максим курячий,1
світлогірське,1
жан моне,1
грем уотсон,1
марко феррі,1
богдан нагорний,1
божедарівка,1
агентство із запобігання корупції,1
українські новини,1
андрій шипко,1
міс всесвіт,1
управління з правових питань,1
голос америки,1
uihj,1
бенілюкс,1
орган,1
ексон мобіл,1
агенція забезпечення євроатому,1
організація з безпеки і співробітництва в європі,1
наталія кацер-бучковська,1
єкпл,1
конституційний суд польщі,1
управління безпеки,1
mediasapiens,1
паризький договір,1
угода про асоціацію україни з єс,1
європейський інвестиційний банк,1
time,1
рекомендації для мультинаціональних корпорацій організації економічного співробітництва та розвитку,1
угорщина,1
єврокомісар,1
маргіч,1
«the celebrity apprentice»,1
яценюк,1
казначейство,1
установчі договори,1
іван борзов,1
бруней,1
європейська народна партія,1
ані шуберт,1
тов «агроальянс»,1
програма tранскордонної cпівпраці єіс польща-білорусь-україна 2014-2020,1
світова торгова організація,1
албанія,1
університет болоньї,1
тов «хлібозавод №10»,1
договір про єовс,1
голландія,1
the ukraine,1
міжнародний союз працівників судової системи,1
рональд рейган,1
європейські громади,1
брюс уілліс,1
максим павлович,1
ради,1
бредлі,1
національна антикорупційна прокуратура,1
укрпошта,1
секретаріат cepej,1
європейське управління відбору персоналу,1
солотвино,1
variety,1
хельсінкський заключний акт,1
державний бюджет,1
генеральний секретаріат,1
конвент,1
договори про єовс і евратоме,1
шер,1
європейська громадянська прокуратура,1
алісія мачадо,1
словенія,1
ванкувер,1
національного агентства з питань запобігання корупції,1
регламент з питань концентрації,1
парламент європейського союзу,1
зеркаль,1
емільяно торнезе,1
генеральний секретар,1
белград,1
френсіс о’доннелл,1
римські договори,1
іванна атаманчук,1
кандидат,1
євроатом,1
нато,1
саксаганське,1
пітер кук,1
маппет-шоу,1
вероніка ващенко,1
віце-президент,1
національне антикорупційне бюро,1
ресурсний центр гурт,1
cz/cetin,1
еразмус мундус,1
world bank,1
брюґе,1
олег кришин,1
рамін гурбанов,1
болгарія,1
ізраїль,1
сінгапур,1
спеціальний бюлетень комісії,1
тарас шевченко,1
європейської комісії,1
дунайська комісія,1
газпром,1
світовий банк,1
вищий орган влади,1
дойче велле,1
малайзія,1
авс,1
алессандро ізоні,1
іванна климпуш-цинцадзе,1
міністерство праці,1
хоуп хікс,1
гіларі клінтон,1
saturn,1
лючія серена россі,1
емануела марія мафроллі,1
tsn.ua,1
trump entertainment resorts,1
“капітал”,1
азіатсько-тихоокеанського регіон,1
вк,1
youtube,1
дженіс м.,1
