Mention,Count
kanady,1
spojené kráľovstvo,1
greenblattovho,1
phoenix,1
londýnom,1
živé.sk,1
european innovation council,1
francúzsko,1
applu,1
jane fonda,1
margrethe vestagerovú,1
shakespeare in the park,1
ministerstvo vnútra sr,1
"innovative flows - water, knowledge and innovation in the danube region",1
váhostavu,1
meryl streep,1
melaniou knaussovou,1
rýna,1
john kasich,1
noveslovo.sk,1
bodytalks,1
george w. bush,1
srbsko,1
mnuchinovu,1
bulharsku,1
trump plaza,1
nemecku,1
tim cook,1
srbskom,1
trend.sk,1
info.sk,1
európske hospodárske spoločenstvo,1
palestínčanmi,1
schengenu,1
váhstavu,1
fortune,1
nyc,1
swifton village,1
property & environment s. r. o.,1
clintonovú,1
európskej investičnej banky,1
aberdeenshire,1
putinove,1
jorgos kyritsis,1
pellegrini,1
v. putin,1
kiska,1
bruseli,1
hillary clintonová,1
martinus.sk,1
clintonová,1
karol veľký,1
kallstadtu,1
ak47,1
facebook,1
jodie evansová,1
donald j. trump,1
nice,1
mar-a-lago,1
hilllary clintonová,1
rumunsko,1
barackom obamom,1
marco rubio,1
marcilly,1
dušan chrenek,1
dunajská stratégia,1
toronto,1
abc news,1
r. kaliňák,1
anaheim,1
moldavsko,1
christine baranski,1
kallstadt,1
amerike,1
danny glover,1
andrej kiska,1
hamburgu,1
ekvádor,1
high level group,1
mitsubishi motors,1
šalamúnove ostrovy,1
arizona,1
daimler,1
lansingu,1
nashville,1
izrael,1
apple,1
twitteri,1
edmonton,1
etrend.sk,1
andrejom dankom,1
whartonovu školu,1
fordhamskej univerzite,1
bavorsko,1
queens,1
úrad vlády sr,1
sekera,1
vazilom hudákom,1
drumbovi,1
streepová,1
maďarsko,1
judei,1
úrad vlády,1
iraku,1
medzinárodnej komisie pre ochranu rieky dunaj,1
latinskej amerike,1
izraelom,1
ted cruz,1
atlanta,1
európa pre občanov,1
trumpovi,1
beáta dupaľová ksenzsighová,1
asada,1
vlády sr,1
trumpově,1
boris johnson,1
benjaminom netanjahuom,1
európskeho parlamentu,1
regensburgu,1
ankare,1
sýrii,1
whatsappom,1
nhl,1
peter pellegrini,1
petra pellegriniho,1
ludwigshafenu,1
petry masácovej,1
oggersheime,1
integrovaná infraštruktúra,1
mnuchin,1
broadband,1
kimberlé crenshawová,1
roberta fica,1
icpdr,1
esta,1
cnn,1
deň vďakyvzdania,1
generálne riaditeľstvo pre hospodársku súťaž európskej komisie,1
váhostav,1
klaudie suchomel guzovej,1
miroslava lajčáka,1
británia,1
stratégie eú pre dunajský región,1
donald john trump,1
govnet,1
ministerstva zdravotníctva,1
luxembursku,1
crenshawová,1
melániou,1
friedricha trumpa,1
stanislava luptáková,1
ministerstva dopravy,1
andrejom kiskom,1
imdb.com,1
pfälzerwald,1
eve enslerová,1
hillary,1
carlos moedas,1
falcká vrchovina,1
spojených štátoch,1
nba,1
simpsonovci,1
aberdeen bay,1
stepanom kubivom,1
mar-a-lago club,1
ben carson,1
greenblatt,1
uzzno,1
interpolu,1
líbyu,1
trump world tower,1
health policy institute,1
galei cahal jason greenblatt,1
slovenská inovačná a energetická agentúra,1
angelu merkel,1
malta,1
bruselom,1
vestagerová,1
julian king,1
e.trump § son,1
courchevel,1
japonsko,1
marošom šefčovičom,1
ministerstvo životného prostredia sr,1
friedrich trump,1
indiana,1
rosanna arquettová,1
péter szijjártó,1
spišská regionálna rozvojová agentúra,1
versailles,1
liberty university,1
hpi,1
ministerstvo zdravotníctva,1
denver,1
carlo perrone,1
european newspaper publishers’ association,1
dimitris avramopulos,1
maďarskom,1
ch. lagardeová,1
whatsappu,1
senáte,1
nový čas,1
emmy,1
ar15,1
berniem sandersom,1
juhoamericke tlačové centrum,1
trump taj mahal,1
egypt,1
tax police center,1
aberdeene,1
nemci,1
de volkskrant,1
stophatedumptrump.com,1
jpmorgan,1
úpsvr,1
kallstadte,1
a. danko,1
d. trump,1
európanov,1
maroš šefčovič,1
eusdr,1
kanaďania,1
enpa,1
the new york times,1
líbyi,1
petra masácová,1
peter žiga,1
foundation for strong european regions,1
margrethe vestager,1
bosna a hercegovina,1
erc,1
rýne,1
nemecka,1
pavol frešo,1
dánsku,1
a. kiska,1
ulme,1
a. merkelovej,1
kongres,1
barackovi obamovi,1
freda trumpa,1
monológy vagíny,1
grécka,1
sita a.s.,1
kentucky,1
británie,1
citaty.sk,1
hillary clintonovej,1
európskej rady,1
friedrich,1
slováci,1
financnici.cz,1
nissan motor,1
marlon marshall,1
falcka,1
king,1
kvalita životného prostredia,1
ministerstvo životného prostredia slovenskej republiky,1
európskej únii,1
europskaunia,1
slovenská agentúra životného prostredia,1
mff,1
ukrajinou,1
donalda,1
marie skłodowska-curie,1
trumpom,1
mama mia,1
chorvátsko,1
iab slovakia,1
eurostatu,1
aristoteles onassis,1
dallas,1
londýne,1
rusov,1
aktuálne.sk,1
smer-sd,1
digitálne učivo na dosah,1
st. louis,1
stredoeurópsky inštitút pre zdravotnú politiku,1
ivanku,1
trump.com,1
sám doma 2,1
webnoviny.sk,1
bašára asada,1
whatsapp,1
američanom,1
petra plavčana,1
tibor navracsics,1
rada eú,1
bayern,1
európskou úniou,1
europe direct trenčín,1
petra j. kalasa,1
amerika,1
londýna,1
kerry washingtonová,1
oklahoma city,1
trump building,1
rade európskej únie,1
fp7,1
švédsko 20,1
foster europe,1
chicago,1
veľká morava,1
eurostat,1
jonathan demme,1
minnesota,1
rady eú,1
atény,1
porýnia-falcka,1
palestínčanov,1
oecd,1
európa,1
mexika,1
trumpovými,1
ta3,1
berlína,1
donaldom trumpom,1
bulharsko,1
calgary,1
tiffany,1
cincinnati,1
coface,1
sis,1
sr 20,1
irak,1
danube civil society forum,1
pc revue,1
moscovici,1
erica,1
eacea,1
floride,1
marla maplesová,1
cestovného a informačného autorizačného systému eú,1
alabama,1
afroameričanov,1
ivanou zelníčkovou,1
drumb,1
slovinsko,1
dinalda trumpa,1
energie-portal.sk,1
republikánskej strany,1
era-net,1
europolom,1
hilary clintonovú,1
julien marcilly,1
pentagónu,1
martin dorčák,1
ukrajiny,1
briti,1
vestagerovej,1
mitcha mcconnella,1
bratislavský samosprávny kraj,1
times of israel,1
zika,1
miss universe,1
blízkom východe,1
robertom ficom,1
goldman sachs,1
etias,1
elaine chaovú,1
bruselu,1
mexikom,1
palm beach,1
apprentice,1
horizont 2020,1
yukon,1
zürichu,1
infospravy.sk,1
elisabeth,1
r. fico,1
barroso,1
trumpovo,1
ehs,1
france 5,1
šomrone,1
nases,1
národnej agentúry pre sieťové a elektronické služby,1
nato,1
natasha bertaudová,1
"kozmos, duch a vedomie",1
philadelphia,1
nemec,1
ukrajina,1
agentúrou európskej pohraničnej a pobrežnej stráže,1
lászlóa sólymosa,1
národnej rady slovenskej republiky,1
streepovej,1
egejského mora,1
isis,1
dimondale,1
a. merkelová,1
harry belafonte,1
ministerstvo pôdohospodárstva,1
číne,1
topky.sk,1
"kiss me, kate",1
facebookom,1
bádensko-würtembersko,1
trumpových,1
rusko,1
